Aphrika	Afrika
Aisén suyu	Región de Aysén
Georges Pompidou	Georges Pompidou
Magallanes Antartika suyu	Región de Magallanes y de la Antártica Chilena
Sit'i pachahina	Zwergplanet
5 ñiqin qhulla puquy killapi	5. Januar
Arika	Arica
6 ñiqin qhulla puquy killapi	6. Januar
Iliktrun	Elektron
7 ñiqin qhulla puquy killapi	7. Januar
8 ñiqin qhulla puquy killapi	8. Januar
Velikiy Novgorod	Weliki Nowgorod
9 ñiqin qhulla puquy killapi	9. Januar
10 ñiqin qhulla puquy killapi	10. Januar
11 ñiqin qhulla puquy killapi	11. Januar
12 ñiqin qhulla puquy killapi	12. Januar
13 ñiqin qhulla puquy killapi	13. Januar
Birmingham	Birmingham
14 ñiqin qhulla puquy killapi	14. Januar
15 ñiqin qhulla puquy killapi	15. Januar
16 ñiqin qhulla puquy killapi	16. Januar
17 ñiqin qhulla puquy killapi	17. Januar
18 ñiqin qhulla puquy killapi	18. Januar
19 ñiqin qhulla puquy killapi	19. Januar
20 ñiqin qhulla puquy killapi	20. Januar
21 ñiqin qhulla puquy killapi	21. Januar
22 ñiqin qhulla puquy killapi	22. Januar
23 ñiqin qhulla puquy killapi	23. Januar
Rumaki qhapaq llaqta	Römische Kaiserzeit
24 ñiqin qhulla puquy killapi	24. Januar
25 ñiqin qhulla puquy killapi	25. Januar
Minsk	Minsk
26 ñiqin qhulla puquy killapi	26. Januar
Microsoft	Microsoft
27 ñiqin qhulla puquy killapi	27. Januar
28 ñiqin qhulla puquy killapi	28. Januar
29 ñiqin qhulla puquy killapi	29. Januar
30 ñiqin qhulla puquy killapi	30. Januar
31 ñiqin qhulla puquy killapi	31. Januar
Prutun	Proton
2 ñiqin qhapaq raymi killapi	2. Dezember
1 ñiqin qhapaq raymi killapi	1. Dezember
3 ñiqin qhapaq raymi killapi	3. Dezember
7 ñiqin qhapaq raymi killapi	7. Dezember
5 ñiqin qhapaq raymi killapi	5. Dezember
8 ñiqin qhapaq raymi killapi	8. Dezember
10 ñiqin qhapaq raymi killapi	10. Dezember
6 ñiqin qhapaq raymi killapi	6. Dezember
9 ñiqin qhapaq raymi killapi	9. Dezember
Pink Floyd	Pink Floyd
4 ñiqin qhapaq raymi killapi	4. Dezember
1 ñiqin hatun puquy killapi	1. Februar
2 ñiqin hatun puquy killapi	2. Februar
Yanuna kachi	Natriumchlorid
3 ñiqin hatun puquy killapi	3. Februar
Kurów	Kurów
4 ñiqin hatun puquy killapi	4. Februar
5 ñiqin hatun puquy killapi	5. Februar
6 ñiqin hatun puquy killapi	6. Februar
7 ñiqin hatun puquy killapi	7. Februar
8 ñiqin hatun puquy killapi	8. Februar
9 ñiqin hatun puquy killapi	9. Februar
10 ñiqin hatun puquy killapi	10. Februar
Chaqllisinchi	Chemie
14 ñiqin hatun puquy killapi	14. Februar
13 ñiqin hatun puquy killapi	13. Februar
15 ñiqin hatun puquy killapi	15. Februar
11 ñiqin hatun puquy killapi	11. Februar
12 ñiqin hatun puquy killapi	12. Februar
Robin van Persie	Robin van Persie
19 ñiqin hatun puquy killapi	19. Februar
17 ñiqin hatun puquy killapi	17. Februar
16 ñiqin hatun puquy killapi	16. Februar
18 ñiqin hatun puquy killapi	18. Februar
20 ñiqin hatun puquy killapi	20. Februar
Niwtrun	Neutron
21 ñiqin hatun puquy killapi	21. Februar
22 ñiqin hatun puquy killapi	22. Februar
23 ñiqin hatun puquy killapi	23. Februar
24 ñiqin hatun puquy killapi	24. Februar
25 ñiqin hatun puquy killapi	25. Februar
26 ñiqin hatun puquy killapi	26. Februar
27	27
27 ñiqin hatun puquy killapi	27. Februar
28 ñiqin hatun puquy killapi	28. Februar
11 ñiqin qhapaq raymi killapi	11. Dezember
29 ñiqin hatun puquy killapi	29. Februar
12 ñiqin qhapaq raymi killapi	12. Dezember
13 ñiqin qhapaq raymi killapi	13. Dezember
14 ñiqin qhapaq raymi killapi	14. Dezember
15 ñiqin qhapaq raymi killapi	15. Dezember
2 ñiqin pawqar waray killapi	2. März
3 ñiqin pawqar waray killapi	3. März
5 ñiqin pawqar waray killapi	5. März
1 ñiqin pawqar waray killapi	1. März
7 ñiqin pawqar waray killapi	7. März
8 ñiqin pawqar waray killapi	8. März
4 ñiqin pawqar waray killapi	4. März
10 ñiqin pawqar waray killapi	10. März
11 ñiqin pawqar waray killapi	11. März
6 ñiqin pawqar waray killapi	6. März
13 ñiqin pawqar waray killapi	13. März
9 ñiqin pawqar waray killapi	9. März
12 ñiqin pawqar waray killapi	12. März
15 ñiqin pawqar waray killapi	15. März
14 ñiqin pawqar waray killapi	14. März
16 ñiqin qhapaq raymi killapi	16. Dezember
17 ñiqin qhapaq raymi killapi	17. Dezember
16 ñiqin pawqar waray killapi	16. März
17 ñiqin pawqar waray killapi	17. März
18 ñiqin pawqar waray killapi	18. März
Jaroslavl	Jaroslawl
19 ñiqin pawqar waray killapi	19. März
1989	1989
1988	1988
20 ñiqin pawqar waray killapi	20. März
1987	1987
1986	1986
1985	1985
1984	1984
21 ñiqin pawqar waray killapi	21. März
1983	1983
22 ñiqin pawqar waray killapi	22. März
1982	1982
1981	1981
18 ñiqin qhapaq raymi killapi	18. Dezember
1980	1980
23 ñiqin pawqar waray killapi	23. März
Mugadishu	Mogadischu
19 ñiqin qhapaq raymi killapi	19. Dezember
24 ñiqin pawqar waray killapi	24. März
25 ñiqin pawqar waray killapi	25. März
20 ñiqin qhapaq raymi killapi	20. Dezember
26 ñiqin pawqar waray killapi	26. März
27 ñiqin pawqar waray killapi	27. März
28 ñiqin pawqar waray killapi	28. März
29 ñiqin pawqar waray killapi	29. März
30 ñiqin pawqar waray killapi	30. März
31 ñiqin pawqar waray killapi	31. März
Nassau	Nassau (Bahamas)
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Konrad Adenauer	Konrad Adenauer
Binidiktu XVI	Benedikt XVI.
15 ñiqin ayriway killapi	15. April
13 ñiqin ayriway killapi	13. April
12 ñiqin ayriway killapi	12. April
14 ñiqin ayriway killapi	14. April
11 ñiqin ayriway killapi	11. April
10 ñiqin ayriway killapi	10. April
8 ñiqin ayriway killapi	8. April
9 ñiqin ayriway killapi	9. April
7 ñiqin ayriway killapi	7. April
6 ñiqin ayriway killapi	6. April
5 ñiqin ayriway killapi	5. April
4 ñiqin ayriway killapi	4. April
3 ñiqin ayriway killapi	3. April
1 ñiqin ayriway killapi	1. April
2 ñiqin ayriway killapi	2. April
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
16 ñiqin ayriway killapi	16. April
17 ñiqin ayriway killapi	17. April
18 ñiqin ayriway killapi	18. April
19 ñiqin ayriway killapi	19. April
20 ñiqin ayriway killapi	20. April
21 ñiqin ayriway killapi	21. April
22 ñiqin ayriway killapi	22. April
23 ñiqin ayriway killapi	23. April
24 ñiqin ayriway killapi	24. April
Gerhard Schröder	Gerhard Schröder
25 ñiqin ayriway killapi	25. April
26 ñiqin ayriway killapi	26. April
27 ñiqin ayriway killapi	27. April
28 ñiqin ayriway killapi	28. April
29 ñiqin ayriway killapi	29. April
30 ñiqin ayriway killapi	30. April
Killa Satiliti	Satellit (Astronomie)
Joachim Gauck	Joachim Gauck
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
1 ñiqin aymuray killapi	1. Mai
2 ñiqin aymuray killapi	2. Mai
3 ñiqin aymuray killapi	3. Mai
4 ñiqin aymuray killapi	4. Mai
5 ñiqin aymuray killapi	5. Mai
6 ñiqin aymuray killapi	6. Mai
7 ñiqin aymuray killapi	7. Mai
8 ñiqin aymuray killapi	8. Mai
9 ñiqin aymuray killapi	9. Mai
10 ñiqin aymuray killapi	10. Mai
11 ñiqin aymuray killapi	11. Mai
12 ñiqin aymuray killapi	12. Mai
13 ñiqin aymuray killapi	13. Mai
14 ñiqin aymuray killapi	14. Mai
15 ñiqin aymuray killapi	15. Mai
16 ñiqin aymuray killapi	16. Mai
17 ñiqin aymuray killapi	17. Mai
18 ñiqin aymuray killapi	18. Mai
19 ñiqin aymuray killapi	19. Mai
20 ñiqin aymuray killapi	20. Mai
21 ñiqin aymuray killapi	21. Mai
22 ñiqin aymuray killapi	22. Mai
23 ñiqin aymuray killapi	23. Mai
24 ñiqin aymuray killapi	24. Mai
25 ñiqin aymuray killapi	25. Mai
26 ñiqin aymuray killapi	26. Mai
27 ñiqin aymuray killapi	27. Mai
28 ñiqin aymuray killapi	28. Mai
29 ñiqin aymuray killapi	29. Mai
30 ñiqin aymuray killapi	30. Mai
31 ñiqin aymuray killapi	31. Mai
Paul MacCartney	Paul McCartney
21 ñiqin qhapaq raymi killapi	21. Dezember
Piyu XII	Pius XII.
Erich Honecker	Erich Honecker
SS Lazio	Lazio Rom
14 ñiqin inti raymi killapi	14. Juni
15 ñiqin inti raymi killapi	15. Juni
13 ñiqin inti raymi killapi	13. Juni
10 ñiqin inti raymi killapi	10. Juni
7 ñiqin inti raymi killapi	7. Juni
11 ñiqin inti raymi killapi	11. Juni
9 ñiqin inti raymi killapi	9. Juni
12 ñiqin inti raymi killapi	12. Juni
6 ñiqin inti raymi killapi	6. Juni
8 ñiqin inti raymi killapi	8. Juni
5 ñiqin inti raymi killapi	5. Juni
3 ñiqin inti raymi killapi	3. Juni
2 ñiqin inti raymi killapi	2. Juni
1 ñiqin inti raymi killapi	1. Juni
4 ñiqin inti raymi killapi	4. Juni
Napoli	Neapel
22 ñiqin qhapaq raymi killapi	22. Dezember
SSC Napoli	SSC Neapel
George Harrison	George Harrison
1968	1968
Friedrich Ebert	Friedrich Ebert
1967	1967
1966	1966
1965	1965
1964	1964
16 ñiqin inti raymi killapi	16. Juni
Palermo	Palermo
30 ñiqin inti raymi killapi	30. Juni
29 ñiqin inti raymi killapi	29. Juni
28 ñiqin inti raymi killapi	28. Juni
26 ñiqin inti raymi killapi	26. Juni
25 ñiqin inti raymi killapi	25. Juni
22 ñiqin inti raymi killapi	22. Juni
27 ñiqin inti raymi killapi	27. Juni
24 ñiqin inti raymi killapi	24. Juni
20 ñiqin inti raymi killapi	20. Juni
Paul von Hindenburg	Paul von Hindenburg
23 ñiqin inti raymi killapi	23. Juni
19 ñiqin inti raymi killapi	19. Juni
18 ñiqin inti raymi killapi	18. Juni
21 ñiqin inti raymi killapi	21. Juni
17 ñiqin inti raymi killapi	17. Juni
23 ñiqin qhapaq raymi killapi	23. Dezember
Wilhelm II	Wilhelm II. (Deutsches Reich)
Parma	Parma
Vladimir	Wladimir (Russland)
15 ñiqin anta situwa killapi	15. Juli
13 ñiqin anta situwa killapi	13. Juli
12 ñiqin anta situwa killapi	12. Juli
10 ñiqin anta situwa killapi	10. Juli
9 ñiqin anta situwa killapi	9. Juli
14 ñiqin anta situwa killapi	14. Juli
8 ñiqin anta situwa killapi	8. Juli
Parma FC	FC Parma
7 ñiqin anta situwa killapi	7. Juli
6 ñiqin anta situwa killapi	6. Juli
5 ñiqin anta situwa killapi	5. Juli
2 ñiqin anta situwa killapi	2. Juli
4 ñiqin anta situwa killapi	4. Juli
3 ñiqin anta situwa killapi	3. Juli
1 ñiqin anta situwa killapi	1. Juli
11 ñiqin anta situwa killapi	11. Juli
24 ñiqin qhapaq raymi killapi	24. Dezember
31 ñiqin anta situwa killapi	31. Juli
30 ñiqin anta situwa killapi	30. Juli
29 ñiqin anta situwa killapi	29. Juli
28 ñiqin anta situwa killapi	28. Juli
27 ñiqin anta situwa killapi	27. Juli
25 ñiqin anta situwa killapi	25. Juli
24 ñiqin anta situwa killapi	24. Juli
23 ñiqin anta situwa killapi	23. Juli
26 ñiqin anta situwa killapi	26. Juli
22 ñiqin anta situwa killapi	22. Juli
19 ñiqin anta situwa killapi	19. Juli
21 ñiqin anta situwa killapi	21. Juli
20 ñiqin anta situwa killapi	20. Juli
17 ñiqin anta situwa killapi	17. Juli
18 ñiqin anta situwa killapi	18. Juli
16 ñiqin anta situwa killapi	16. Juli
Piluta hayt'ay	Fußball
AS Roma	AS Rom
25 ñiqin qhapaq raymi killapi	25. Dezember
Siena	Siena
1963	1963
Lech Kaczyński	Lech Kaczyński
26 ñiqin qhapaq raymi killapi	26. Dezember
Ulukawstu	Holocaust
1962	1962
14 ñiqin chakra yapuy killapi	14. August
15 ñiqin chakra yapuy killapi	15. August
13 ñiqin chakra yapuy killapi	13. August
12 ñiqin chakra yapuy killapi	12. August
11 ñiqin chakra yapuy killapi	11. August
10 ñiqin chakra yapuy killapi	10. August
8 ñiqin chakra yapuy killapi	8. August
7 ñiqin chakra yapuy killapi	7. August
9 ñiqin chakra yapuy killapi	9. August
5 ñiqin chakra yapuy killapi	5. August
4 ñiqin chakra yapuy killapi	4. August
2 ñiqin chakra yapuy killapi	2. August
3 ñiqin chakra yapuy killapi	3. August
6 ñiqin chakra yapuy killapi	6. August
1 ñiqin chakra yapuy killapi	1. August
Grimm wawqikuna	Brüder Grimm
27 ñiqin qhapaq raymi killapi	27. Dezember
Madrid	Madrid
Elton John	Elton John
16 ñiqin chakra yapuy killapi	16. August
29 ñiqin chakra yapuy killapi	29. August
28 ñiqin chakra yapuy killapi	28. August
30 ñiqin chakra yapuy killapi	30. August
25 ñiqin chakra yapuy killapi	25. August
26 ñiqin chakra yapuy killapi	26. August
23 ñiqin chakra yapuy killapi	23. August
27 ñiqin chakra yapuy killapi	27. August
21 ñiqin chakra yapuy killapi	21. August
20 ñiqin chakra yapuy killapi	20. August
24 ñiqin chakra yapuy killapi	24. August
18 ñiqin chakra yapuy killapi	18. August
17 ñiqin chakra yapuy killapi	17. August
22 ñiqin chakra yapuy killapi	22. August
19 ñiqin chakra yapuy killapi	19. August
31 ñiqin chakra yapuy killapi	31. August
Michael Jackson	Michael Jackson
28 ñiqin qhapaq raymi killapi	28. Dezember
Chhulli	Influenza
Bogotá	Bogotá
Brasilia	Brasília
15 ñiqin tarpuy killapi	15. September
14 ñiqin tarpuy killapi	14. September
13 ñiqin tarpuy killapi	13. September
12 ñiqin tarpuy killapi	12. September
8 ñiqin tarpuy killapi	8. September
11 ñiqin tarpuy killapi	11. September
7 ñiqin tarpuy killapi	7. September
10 ñiqin tarpuy killapi	10. September
5 ñiqin tarpuy killapi	5. September
4 ñiqin tarpuy killapi	4. September
9 ñiqin tarpuy killapi	9. September
2 ñiqin tarpuy killapi	2. September
6 ñiqin tarpuy killapi	6. September
1 ñiqin tarpuy killapi	1. September
3 ñiqin tarpuy killapi	3. September
29 ñiqin qhapaq raymi killapi	29. Dezember
Aleksandr Lukașenko	Aljaksandr Lukaschenka
Limaq	Lima
30 ñiqin tarpuy killapi	30. September
29 ñiqin tarpuy killapi	29. September
28 ñiqin tarpuy killapi	28. September
27 ñiqin tarpuy killapi	27. September
26 ñiqin tarpuy killapi	26. September
25 ñiqin tarpuy killapi	25. September
Chili Santiyayu	Santiago de Chile
23 ñiqin tarpuy killapi	23. September
22 ñiqin tarpuy killapi	22. September
24 ñiqin tarpuy killapi	24. September
21 ñiqin tarpuy killapi	21. September
20 ñiqin tarpuy killapi	20. September
18 ñiqin tarpuy killapi	18. September
17 ñiqin tarpuy killapi	17. September
19 ñiqin tarpuy killapi	19. September
16 ñiqin tarpuy killapi	16. September
Kitu	Quito
30 ñiqin qhapaq raymi killapi	30. Dezember
Chuqichaka	Sucre
Antoine de Saint-Exupéry	Antoine de Saint-Exupéry
31 ñiqin qhapaq raymi killapi	31. Dezember
1 ñiqin kantaray killapi	1. Oktober
15 ñiqin kantaray killapi	15. Oktober
12 ñiqin kantaray killapi	12. Oktober
10 ñiqin kantaray killapi	10. Oktober
14 ñiqin kantaray killapi	14. Oktober
9 ñiqin kantaray killapi	9. Oktober
8 ñiqin kantaray killapi	8. Oktober
13 ñiqin kantaray killapi	13. Oktober
7 ñiqin kantaray killapi	7. Oktober
11 ñiqin kantaray killapi	11. Oktober
6 ñiqin kantaray killapi	6. Oktober
4 ñiqin kantaray killapi	4. Oktober
5 ñiqin kantaray killapi	5. Oktober
3 ñiqin kantaray killapi	3. Oktober
2 ñiqin kantaray killapi	2. Oktober
Asunción	Asunción
Kawra	Hausziege
Chiku	Kalb
31 ñiqin kantaray killapi	31. Oktober
30 ñiqin kantaray killapi	30. Oktober
29 ñiqin kantaray killapi	29. Oktober
28 ñiqin kantaray killapi	28. Oktober
26 ñiqin kantaray killapi	26. Oktober
25 ñiqin kantaray killapi	25. Oktober
24 ñiqin kantaray killapi	24. Oktober
27 ñiqin kantaray killapi	27. Oktober
22 ñiqin kantaray killapi	22. Oktober
23 ñiqin kantaray killapi	23. Oktober
20 ñiqin kantaray killapi	20. Oktober
21 ñiqin kantaray killapi	21. Oktober
19 ñiqin kantaray killapi	19. Oktober
17 ñiqin kantaray killapi	17. Oktober
16 ñiqin kantaray killapi	16. Oktober
18 ñiqin kantaray killapi	18. Oktober
Heidelberg	Heidelberg
Darmstadt	Darmstadt
Kathidral	Kathedrale
Qispi kay	Freiheit
15 ñiqin ayamarq'a killapi	15. November
14 ñiqin ayamarq'a killapi	14. November
13 ñiqin ayamarq'a killapi	13. November
12 ñiqin ayamarq'a killapi	12. November
11 ñiqin ayamarq'a killapi	11. November
10 ñiqin ayamarq'a killapi	10. November
7 ñiqin ayamarq'a killapi	7. November
8 ñiqin ayamarq'a killapi	8. November
9 ñiqin ayamarq'a killapi	9. November
6 ñiqin ayamarq'a killapi	6. November
5 ñiqin ayamarq'a killapi	5. November
4 ñiqin ayamarq'a killapi	4. November
3 ñiqin ayamarq'a killapi	3. November
2 ñiqin ayamarq'a killapi	2. November
1 ñiqin ayamarq'a killapi	1. November
Paramaribo	Paramaribo
30 ñiqin ayamarq'a killapi	30. November
29 ñiqin ayamarq'a killapi	29. November
28 ñiqin ayamarq'a killapi	28. November
27 ñiqin ayamarq'a killapi	27. November
26 ñiqin ayamarq'a killapi	26. November
25 ñiqin ayamarq'a killapi	25. November
23 ñiqin ayamarq'a killapi	23. November
24 ñiqin ayamarq'a killapi	24. November
21 ñiqin ayamarq'a killapi	21. November
20 ñiqin ayamarq'a killapi	20. November
22 ñiqin ayamarq'a killapi	22. November
19 ñiqin ayamarq'a killapi	19. November
18 ñiqin ayamarq'a killapi	18. November
17 ñiqin ayamarq'a killapi	17. November
16 ñiqin ayamarq'a killapi	16. November
Belmopan	Belmopan
Carolus Magnus	Karl der Große
San José (Kustarika)	San José (Costa Rica)
San Salvador	San Salvador
Canberra	Canberra
Sydney	Sydney
Q'umir	Grün
Melbourne	Melbourne
Puka	Rot
Perth	Perth
Nina	Feuer
Pusitrun	Positron
Wayra pacha	Erdatmosphäre
Tegucigalpa	Tegucigalpa
Winnipeg qucha	Winnipegsee
Managua	Managua
Panama llaqta	Panama-Stadt
George Orwell	George Orwell
Trento	Trient
Nabus	Rübsen (Pflanze)
Nilu mayu	Nil
Chuqichinchay warani	Sirius
Ancona	Ancona
Perugia	Perugia
Qarawasu	Pfauenaugenbuntbarsch
Wakupa	Cichla
Kungu mayu	Kongo (Fluss)
Bari	Bari
Niqir mayu	Niger (Fluss)
Potenza	Potenza
Rabat	Rabat
Aquchinchay	Komet
Tunis	Tunis
Tripoli	Tripolis
Ancud	Ancud
Angol	Angol
Antofagasta	Antofagasta
Tehran	Teheran
Adis Ababa	Addis Abeba
Jakarta	Jakarta
Warmi suwa challwa	Flaggenbuntbarsch
Ankara	Ankara
Niamey	Niamey
Kalama	Calama
Riyad	Riad
1961	1961
Beograd	Belgrad
Dakar	Dakar
Wisaw	Bissau
1960	1960
Hawa wat'a	Java (Insel)
Accra	Accra
Chiguayante	Chiguayante
Dimashq	Damaskus
Ransis Wayana	Französisch-Guayana
Chillán	Chillán
Awqaq sipaskuna mayu	Amazonas
Abuja	Abuja
Amman	Amman
Tübingen	Tübingen
Yaoundé	Yaoundé
Coyhaique	Coyhaique
Kinshasa	Kinshasa
Qullchani	Colchane
Brazzaville	Brazzaville
Bujumbura	Bujumbura
Kigali	Kigali
Puriq quyllurcha	Asteroid
Dodoma	Dodoma
Qhupiyapu	Copiapó
Nairobi	Nairobi
Kukimpu	Coquimbo
Coronel (Chili)	Coronel (Stadt)
Corral	Corral (Chile)
Lusaka	Lusaka
Catanzaro	Catanzaro
Maputu	Maputo
Kampala	Kampala
Luanda	Luanda
Muruni	Moroni (Komoren)
Galisya	Galicien
Yachay wasi	Schule
Yachay suntur	Universität
Gaborone	Gaborone
Grace Kelly	Grace Kelly
Wikipidiya:Allinmi hamusqaykichik	Wikipedia:Starthilfe
Kantawriya	Kantabrien
Wasi	Haus
Awstralya allpa pacha	Australien (Kontinent)
Sinchi kaq	Hardware
Qillqanancha kamay	Algebra
Yuskadi	Autonome Gemeinschaft Baskenland
Nawarra	Navarra
Mayu	Fluss
Paul Simon	Paul Simon
Osasco	Osasco
Aragun	Aragonien
36 kñ	36 v. Chr.
20 kñ	20 v. Chr.
40 kñ	40 v. Chr.
39 kñ	39 v. Chr.
Urnu ñawch'i	Kap Hoorn
37 kñ	37 v. Chr.
22 kñ	22 v. Chr.
38 kñ	38 v. Chr.
Glasgow	Glasgow
28 kñ	28 v. Chr.
18 kñ	18 v. Chr.
15 kñ	15 v. Chr.
33 kñ	33 v. Chr.
30 kñ	30 v. Chr.
12 kñ	12 v. Chr.
Dong Hoi antanka pampa	Flughafen Dong Hoi
45 kñ	45 v. Chr.
46 kñ	46 v. Chr.
41 kñ	41 v. Chr.
49 kñ	49 v. Chr.
42 kñ	42 v. Chr.
25 kñ	25 v. Chr.
47 kñ	47 v. Chr.
10 kñ	10 v. Chr.
Michel Platini	Michel Platini
Katiguriya:Wiñay kawsay (Uruwayi)	Kategorie:Geschichte Uruguays
Curitiba	Curitiba
Katiguriya:Umalliq (Khiniya)	Kategorie:Präsident (Guinea)
Sach'a-sach'a	Wald
Katiguriya:Wiñay kawsay (Nihun)	Kategorie:Japanische Geschichte
Katiguriya:1888	Kategorie:1888
Piyu VIII	Pius VIII.
Binidiktu XV	Benedikt XV.
Franz Beckenbauer	Franz Beckenbauer
Joachim Löw	Joachim Löw
Talka	Talca
Piruwpa wallqanqan	Wappen Perus
Andalién	Río Andalién
Jonathan Winters	Jonathan Winters
Katiguriya:Wiñay kawsay (Hurdanya)	Kategorie:Geschichte Jordaniens
Katiguriya:1421	Kategorie:1421
Katiguriya:1481	Kategorie:1481
Sean Connery	Sean Connery
Rimakuykunamanta qillqasqa	Buch der Sprichwörter
Rancagua	Rancagua
Khunfuqi	Konfuzius
Marilyn Monroe	Marilyn Monroe
Corbin Bleu	Corbin Bleu
Karnawal	Karneval, Fastnacht und Fasching
Katiguriya:Yupana	Kategorie:Mathematik
Katiguriya:Wallpasqa rimay	Kategorie:Konstruierte Sprache
Aymara simi	Aymara (Sprache)
Pharuy	Färöer
Mohamed Morsi	Mohammed Mursi
107 kñ	107 v. Chr.
Claude Debussy	Claude Debussy
143 kñ	143 v. Chr.
Barquisimeto	Barquisimeto
Le Corbusier	Le Corbusier
126 kñ	126 v. Chr.
116 kñ	116 v. Chr.
136 kñ	136 v. Chr.
Tapyamach'aqway	Schleichenlurche
Katiguriya:Umalliq (Unduras)	Kategorie:Präsident (Honduras)
113 kñ	113 v. Chr.
Q'isa	Nest
140 kñ	140 v. Chr.
150 kñ	150 v. Chr.
Tunu	Säule
Katiguriya:Paqarisqa 1888	Kategorie:Geboren 1888
130 kñ	130 v. Chr.
1488	1488
Iwru	Euro
Amirikanu dollar	US-Dollar
Allpapura hatun qucha	Mittelmeer
Larry Page	Larry Page
Piruwpa llaqta takin	Somos libres, seámoslo siempre
Hangzhou	Hangzhou
Katiguriya:Yachay suntur (Mama llaqta)	Kategorie:Universität nach Staat
Kristiyanu iñiy	Christentum
1004	1004
Plantilla:Support	Vorlage:Pro
Aoraki Urqu	Aoraki
Seattle (Washington)	Seattle
Berlin pirqa	Berliner Mauer
Arrus	Reis
Baltimore (Maryland)	Baltimore
Céline Dion	Céline Dion
Allpa pacha	Kontinent
Plantilla:ALA	Vorlage:FI-AL
Adelaide	Adelaide
Pisqu	Vögel
Uma llaqta	Hauptstadt
Munsun (Ispaña)	Monzón
Gujarati simi	Gujarati
Purtuyis simi	Portugiesische Sprache
Killa pacha	Monat
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
1948	1948
Q'aytu kuru	Fadenwürmer
1949	1949
Almazán	Almazán
Huang Xianfan	Huang Xianfan
Qhichwa simi	Quechua
1956	1956
1200	1200
1201	1201
1202	1202
1203	1203
1204	1204
1205	1205
1206	1206
1941	1941
1207	1207
1208	1208
1945	1945
1209	1209
1210	1210
1211	1211
1958	1958
1212	1212
1926	1926
1213	1213
1947	1947
1944	1944
1952	1952
Q'ispi umiña	Diamant
Bill Gates	Bill Gates
Nihun simi	Japanische Sprache
Qhawana pampa	Computermonitor
Ñit'isqa ñawra phiruru	DVD
Qhapaq p'anqa	Wikipedia:Hauptseite
1959	1959
1957	1957
Pinchikilla kurur	Induktanz
Saratow	Saratow
1214	1214
1215	1215
Isanka rump'u	Basketball
1216	1216
Sirp'i pukllay	Cricket
1217	1217
1218	1218
David Bowie	David Bowie
Antawa llallinakuy	Automobilsport
1219	1219
Apuwasinyuq pukllaykuna	Olympische Spiele
1220	1220
1221	1221
1222	1222
1223	1223
Iwrasya	Eurasien
1224	1224
1225	1225
1226	1226
1227	1227
1228	1228
1229	1229
1230	1230
Yangsi mayu	Jangtsekiang
1231	1231
1232	1232
Missouri mayu	Missouri River
1233	1233
1234	1234
1235	1235
1236	1236
1237	1237
Francisco Goya	Francisco de Goya
1238	1238
1239	1239
1240	1240
1241	1241
1242	1242
1243	1243
1244	1244
1245	1245
1246	1246
Himalaya	Himalaya
Antikuna	Anden
Treviso	Treviso
1247	1247
1248	1248
Kaspi hatun qucha	Kaspisches Meer
1249	1249
1250	1250
Erie qucha	Eriesee
1251	1251
1252	1252
1253	1253
1254	1254
1255	1255
1256	1256
1257	1257
Ñansa qucha	Victoriasee
1258	1258
1259	1259
1260	1260
1261	1261
1262	1262
Tanganika qucha	Tanganjikasee
1263	1263
Paygal qucha	Baikalsee
1264	1264
1265	1265
1266	1266
1267	1267
1268	1268
1269	1269
1270	1270
1271	1271
1272	1272
Sahtu qucha	Großer Bärensee
1273	1273
1274	1274
1275	1275
1276	1276
1277	1277
Malawi qucha	Malawisee
1278	1278
1279	1279
1280	1280
1281	1281
Hatun Isklaw qucha	Großer Sklavensee
1282	1282
1283	1283
1284	1284
1285	1285
1286	1286
1287	1287
1288	1288
1289	1289
1290	1290
1291	1291
1292	1292
1293	1293
1294	1294
1295	1295
1296	1296
1297	1297
1298	1298
1299	1299
Salvador Dalí	Salvador Dalí
Albrecht Dürer	Albrecht Dürer
Vincent van Gogh	Vincent van Gogh
Frida Kahlo	Frida Kahlo
Miguel Angel	Michelangelo
Pablo Picasso	Pablo Picasso
Raffaello Sanzio	Raffael
Rembrandt van Rijn	Rembrandt van Rijn
Peter Paul Rubens	Peter Paul Rubens
Frank Lloyd Wright	Frank Lloyd Wright
1300	1300
1301	1301
1302	1302
1303	1303
1304	1304
1305	1305
Ranpana	Omnibus
Fra Angelico	Fra Angelico
