אפריקע	Afrika
16טן מערץ	16. März
17טן מערץ	17. März
18טן מערץ	18. März
19טן מערץ	19. März
1989	1989
1988	1988
20סטן מערץ	20. März
1987	1987
1986	1986
1985	1985
1984	1984
21סטן מערץ	21. März
1983	1983
22סטן מערץ	22. März
1982	1982
1981	1981
18טן דעצעמבער	18. Dezember
1980	1980
23סטן מערץ	23. März
מאגאדישו	Mogadischu
19טן דעצעמבער	19. Dezember
24סטן מערץ	24. März
25סטן מערץ	25. März
20סטן דעצעמבער	20. Dezember
26סטן מערץ	26. März
27סטן מערץ	27. März
28סטן מערץ	28. März
29סטן מערץ	29. März
30סטן מערץ	30. März
31סטן מערץ	31. März
סאנא	Sanaa
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
דרייסיג יעריגער קריג	Dreißigjähriger Krieg
קאנראד אדענאער	Konrad Adenauer
15טן אפריל	15. April
13טן אפריל	13. April
12טן אפריל	12. April
14טן אפריל	14. April
11טן אפריל	11. April
10טן אפריל	10. April
8טן אפריל	8. April
9טן אפריל	9. April
7טן אפריל	7. April
6טן אפריל	6. April
5טן אפריל	5. April
4טן אפריל	4. April
3טן אפריל	3. April
1טן אפריל	1. April
2טן אפריל	2. April
16טן אפריל	16. April
17טן אפריל	17. April
18טן אפריל	18. April
19טן אפריל	19. April
20סטן אפריל	20. April
21סטן אפריל	21. April
22סטן אפריל	22. April
23סטן אפריל	23. April
24סטן אפריל	24. April
25סטן אפריל	25. April
26סטן אפריל	26. April
27סטן אפריל	27. April
28סטן אפריל	28. April
29סטן אפריל	29. April
30סטן אפריל	30. April
1טן מיי	1. Mai
2טן מיי	2. Mai
3טן מיי	3. Mai
4טן מיי	4. Mai
5טן מיי	5. Mai
6טן מיי	6. Mai
7טן מיי	7. Mai
8טן מיי	8. Mai
9טן מיי	9. Mai
10טן מיי	10. Mai
11טן מיי	11. Mai
12טן מיי	12. Mai
13טן מיי	13. Mai
14טן מיי	14. Mai
15טן מיי	15. Mai
16טן מיי	16. Mai
17טן מיי	17. Mai
18טן מיי	18. Mai
19טן מיי	19. Mai
20סטן מיי	20. Mai
21סטן מיי	21. Mai
22סטן מיי	22. Mai
23סטן מיי	23. Mai
24סטן מיי	24. Mai
25סטן מיי	25. Mai
26סטן מיי	26. Mai
27סטן מיי	27. Mai
28סטן מיי	28. Mai
29סטן מיי	29. Mai
30סטן מיי	30. Mai
31סטן מיי	31. Mai
21סטן דעצעמבער	21. Dezember
14טן יוני	14. Juni
15טן יוני	15. Juni
13טן יוני	13. Juni
10טן יוני	10. Juni
7טן יוני	7. Juni
11טן יוני	11. Juni
9טן יוני	9. Juni
12טן יוני	12. Juni
6טן יוני	6. Juni
8טן יוני	8. Juni
5טן יוני	5. Juni
3טן יוני	3. Juni
2טן יוני	2. Juni
1טן יוני	1. Juni
4טן יוני	4. Juni
נאפאלי	Neapel
22סטן דעצעמבער	22. Dezember
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
16טן יוני	16. Juni
פאלערמא	Palermo
30סטן יוני	30. Juni
29סטן יוני	29. Juni
28סטן יוני	28. Juni
26סטן יוני	26. Juni
25סטן יוני	25. Juni
22סטן יוני	22. Juni
27סטן יוני	27. Juni
24סטן יוני	24. Juni
20סטן יוני	20. Juni
23סטן יוני	23. Juni
19טן יוני	19. Juni
18טן יוני	18. Juni
21סטן יוני	21. Juni
17טן יוני	17. Juni
23סטן דעצעמבער	23. Dezember
ברוס וויליס	Bruce Willis
ארנאלד שווארצענעגער	Arnold Schwarzenegger
15טן יולי	15. Juli
13טן יולי	13. Juli
12טן יולי	12. Juli
10טן יולי	10. Juli
9טן יולי	9. Juli
14טן יולי	14. Juli
8טן יולי	8. Juli
7טן יולי	7. Juli
6טן יולי	6. Juli
5טן יולי	5. Juli
2טן יולי	2. Juli
4טן יולי	4. Juli
3טן יולי	3. Juli
1טן יולי	1. Juli
11טן יולי	11. Juli
24סטן דעצעמבער	24. Dezember
31סטן יולי	31. Juli
30סטן יולי	30. Juli
29סטן יולי	29. Juli
28סטן יולי	28. Juli
27סטן יולי	27. Juli
25סטן יולי	25. Juli
24סטן יולי	24. Juli
23סטן יולי	23. Juli
26סטן יולי	26. Juli
22סטן יולי	22. Juli
19טן יולי	19. Juli
21סטן יולי	21. Juli
20סטן יולי	20. Juli
17טן יולי	17. Juli
18טן יולי	18. Juli
16טן יולי	16. Juli
פוטבאל	Fußball
25סטן דעצעמבער	25. Dezember
1963	1963
26סטן דעצעמבער	26. Dezember
חורבן אייראפע	Holocaust
1962	1962
IPhone	IPhone
14טן אויגוסט	14. August
15טן אויגוסט	15. August
13טן אויגוסט	13. August
12טן אויגוסט	12. August
11טן אויגוסט	11. August
10טן אויגוסט	10. August
8טן אויגוסט	8. August
7טן אויגוסט	7. August
9טן אויגוסט	9. August
5טן אויגוסט	5. August
4טן אויגוסט	4. August
2טן אויגוסט	2. August
3טן אויגוסט	3. August
6טן אויגוסט	6. August
1טן אויגוסט	1. August
קעמניץ	Chemnitz
27סטן דעצעמבער	27. Dezember
מאדריד	Madrid
סובמארין	U-Boot
16טן אויגוסט	16. August
קאקא קאלע	Coca-Cola
29סטן אויגוסט	29. August
28סטן אויגוסט	28. August
30סטן אויגוסט	30. August
25סטן אויגוסט	25. August
26סטן אויגוסט	26. August
23סטן אויגוסט	23. August
27סטן אויגוסט	27. August
21סטן אויגוסט	21. August
20סטן אויגוסט	20. August
24סטן אויגוסט	24. August
18טן אויגוסט	18. August
17טן אויגוסט	17. August
22סטן אויגוסט	22. August
19טן אויגוסט	19. August
31סטן אויגוסט	31. August
מייקל זשעקסאן	Michael Jackson
28סטן דעצעמבער	28. Dezember
גריפע	Influenza
באגאטא	Bogotá
בראזיליא	Brasília
15טן סעפטעמבער	15. September
14טן סעפטעמבער	14. September
13טן סעפטעמבער	13. September
12טן סעפטעמבער	12. September
8טן סעפטעמבער	8. September
11טן סעפטעמבער	11. September
7טן סעפטעמבער	7. September
10טן סעפטעמבער	10. September
5טן סעפטעמבער	5. September
4טן סעפטעמבער	4. September
9טן סעפטעמבער	9. September
2טן סעפטעמבער	2. September
6טן סעפטעמבער	6. September
1טן סעפטעמבער	1. September
3טן סעפטעמבער	3. September
29סטן דעצעמבער	29. Dezember
לימא	Lima
קאנאדישע פראווינצן	Provinzen und Territorien Kanadas
30סטן סעפטעמבער	30. September
29סטן סעפטעמבער	29. September
28סטן סעפטעמבער	28. September
27סטן סעפטעמבער	27. September
26סטן סעפטעמבער	26. September
25סטן סעפטעמבער	25. September
סאנטיאגא	Santiago de Chile
23סטן סעפטעמבער	23. September
22סטן סעפטעמבער	22. September
24סטן סעפטעמבער	24. September
21סטן סעפטעמבער	21. September
20סטן סעפטעמבער	20. September
18טן סעפטעמבער	18. September
17טן סעפטעמבער	17. September
19טן סעפטעמבער	19. September
16טן סעפטעמבער	16. September
קיטא	Quito
30סטן דעצעמבער	30. Dezember
31סטן דעצעמבער	31. Dezember
1טן אקטאבער	1. Oktober
15טן אקטאבער	15. Oktober
12טן אקטאבער	12. Oktober
10טן אקטאבער	10. Oktober
14טן אקטאבער	14. Oktober
9טן אקטאבער	9. Oktober
8טן אקטאבער	8. Oktober
13טן אקטאבער	13. Oktober
7טן אקטאבער	7. Oktober
11טן אקטאבער	11. Oktober
6טן אקטאבער	6. Oktober
4טן אקטאבער	4. Oktober
5טן אקטאבער	5. Oktober
3טן אקטאבער	3. Oktober
2טן אקטאבער	2. Oktober
אסונסיאן	Asunción
ציג	Hausziege
היסטאריע פון קאנאדע	Geschichte Kanadas
31סטן אקטאבער	31. Oktober
30סטן אקטאבער	30. Oktober
29סטן אקטאבער	29. Oktober
28סטן אקטאבער	28. Oktober
26סטן אקטאבער	26. Oktober
25סטן אקטאבער	25. Oktober
24סטן אקטאבער	24. Oktober
27סטן אקטאבער	27. Oktober
22סטן אקטאבער	22. Oktober
23סטן אקטאבער	23. Oktober
20סטן אקטאבער	20. Oktober
21סטן אקטאבער	21. Oktober
19טן אקטאבער	19. Oktober
17טן אקטאבער	17. Oktober
16טן אקטאבער	16. Oktober
18טן אקטאבער	18. Oktober
היידלבערג	Heidelberg
פריי	Freiheit
15טן נאוועמבער	15. November
14טן נאוועמבער	14. November
13טן נאוועמבער	13. November
12טן נאוועמבער	12. November
11טן נאוועמבער	11. November
10טן נאוועמבער	10. November
7טן נאוועמבער	7. November
8טן נאוועמבער	8. November
9טן נאוועמבער	9. November
6טן נאוועמבער	6. November
5טן נאוועמבער	5. November
4טן נאוועמבער	4. November
3טן נאוועמבער	3. November
2טן נאוועמבער	2. November
1טן נאוועמבער	1. November
פאראמאריבא	Paramaribo
30סטן נאוועמבער	30. November
29סטן נאוועמבער	29. November
28סטן נאוועמבער	28. November
27סטן נאוועמבער	27. November
26סטן נאוועמבער	26. November
25סטן נאוועמבער	25. November
23סטן נאוועמבער	23. November
24סטן נאוועמבער	24. November
21סטן נאוועמבער	21. November
20סטן נאוועמבער	20. November
22סטן נאוועמבער	22. November
19טן נאוועמבער	19. November
18טן נאוועמבער	18. November
17טן נאוועמבער	17. November
16טן נאוועמבער	16. November
מיידל	Mädchen
קאטמאנדו	Kathmandu
העלגאלאנד	Helgoland
בעלמאפאן	Belmopan
קארל דער גרויסער	Karl der Große
פיורדא	Fürth
סאן סאלוואדאר	San Salvador
קאנבערא	Canberra
סידני	Sydney
גרין	Grün
האדסאן טייך	Hudson River
מעלבארן	Melbourne
רויט	Rot
פייער	Feuer
ערד'ס אטמאספער	Erdatmosphäre
טעגוסיגאלפע	Tegucigalpa
מאנאגוע	Managua
פאנאמא-שטאט	Panama-Stadt
נילוס	Nil
הארטפארדשיר	Hertfordshire
אסקאר (פיש)	Pfauenaugenbuntbarsch
קאנגא טייך	Kongo (Fluss)
בארי	Bari
ניזשער טייך	Niger (Fluss)
ראבאט, מאראקא	Rabat
קאמעט	Komet
אלזשירס	Algier
טריפאלי	Tripolis
דזשיבוטי (שטאט)	Dschibuti (Stadt)
אנטאפאגאסטא	Antofagasta
טעהראן	Teheran
אדיס אבאבא	Addis Abeba
דזשאקארטא	Jakarta
אנקארא	Ankara
נ'דזשאמענא	N’Djamena
ניאמיי	Niamey
נואקשוט	Nouakchott
ריאד	Riad
1961	1961
באמאקא	Bamako
בעלגראד	Belgrad
דאקאר	Dakar
באנזשול	Banjul
קאנאקרי	Conakry
ביסאו	Bissau
קאַטעגאָריע:וויקיפעדיע מוסטערן	Kategorie:Vorlage:
קאסטרא (טשילע)	Castro (Chile)
מאנראוויע	Monrovia
1960	1960
קאַטעגאָריע:מוסטערן קאטעגאריעס	Kategorie:Vorlage:nach Artikelthema
אקרא	Accra
טשיגואיאנטע	Chiguayante
דמשק	Damaskus
יאמוסאקרא	Yamoussoukro
פראנצויזישע גויאנע	Französisch-Guayana
וואגאדוגו	Ouagadougou
פריטאון	Freetown
אמאזאנאס (טייך)	Amazonas
אבודזשא	Abuja
לאמע	Lomé
פארטא-נאווא	Porto-Novo
אמאן (יארדן)	Amman
יאונדע	Yaoundé
ביירוט	Beirut
ליברעוויל	Libreville
קאַטעגאָריע:היסטאריע מוסטערן	Kategorie:Vorlage:Geschichte
קינשאזע	Kinshasa
בראזאוויל	Brazzaville
ווארמז	Worms
בוזשומבורע	Bujumbura
ניקאסיע	Nikosia
קיגאלי	Kigali
דאכא	Doha
אסטערויד	Asteroid
דאדאמא	Dodoma
נייראבי	Nairobi
קאראנעל	Coronel (Stadt)
לילאנגווע	Lilongwe
קאַטעגאָריע:געאגראפישע מוסטערן	Kategorie:Vorlage:Geographie
לוסאקא	Lusaka
ליקוי חמה	Sonnenfinsternis
מאפוטא	Maputo
קאמפאלא	Kampala
לואנדע	Luanda
מבאבאנע	Mbabane
מאסערו	Maseru
אלבערט דער צווייטער פון בעלגיע	Albert II. (Belgien)
בינארישע סיסטעם	Dualsystem
שולע	Schule
אנטאנאנאריווא	Antananarivo
אוניווערסיטעט	Universität
גאבאראנע	Gaborone
הארארע	Harare
ווינטהוק	Windhoek
װיקיפּעדיע:זאמדקאסטן	Wikipedia:Spielwiese
װיקיפּעדיע:ברוכים הבאים	Wikipedia:Starthilfe
הויז	Haus
שויס קאמפיוטער	Notebook
הארטווארג	Hardware
אלגעברע	Algebra
ליעזש	Lüttich
מאפע	Karte (Kartografie)
פלאנצן אנאטאמיע	Phytotomie
טייך	Fluss
פראנקפורט אן דער אדער	Frankfurt (Oder)
אזאסקו	Osasco
גלאזגא	Glasgow
באדען-באדען	Baden-Baden
דאנג הוי לופטפעלד	Flughafen Dong Hoi
ווייצמאן אינסטיטוט פאר וויסנשאפט	Weizmann-Institut für Wissenschaften
אויטאביאגראפיע	Autobiografie
לוצערן	Luzern
טעלעסקאפ	Teleskop
מיילי סיירוס	Miley Cyrus
הויפט טאוול	Hauptplatine
קוריטיבא	Curitiba
מערב אפריקע	Westafrika
וואלד	Wald
הארטער דיסק	Festplattenlaufwerk
מיט ראמני	Mitt Romney
פלאט	Marine
אנדאליען (טייך)	Río Andalién
בארשט	Borschtsch
ראנקאגווע	Rancagua
אנע פראנק	Anne Frank
קאנפוציוס	Konfuzius
שרה בערנאר	Sarah Bernhardt
מארלין דיטריך	Marlene Dietrich
מארלין מאנרא	Marilyn Monroe
קארבין בלו	Corbin Bleu
קאַטעגאָריע:מאטעמאטיק	Kategorie:Mathematik
בארברא סטרייסאנד	Barbra Streisand
פולא	Pula
רענעסאנס	Renaissance
לע קארבוזיע	Le Corbusier
איירא	Euro
אמעריקאנער דאלאר	US-Dollar
מיטלענדישער ים	Mittelmeer
זשארזשיע	Georgia (Begriffsklärung)
סעב-מילער	SABMiller
קריסטנטום	Christentum
סיאטל	Seattle
בערלינער וואנט	Berliner Mauer
גאנגעס	Ganges
רייז	Reis
באלטימאר, מערילענד	Baltimore
קאנטינענט	Kontinent
פויגל	Vögel
הויפטשטאט	Hauptstadt
פארטוגעזיש	Portugiesische Sprache
מאנאט	Monat
מוסטאפא קעמאל אטאטורק	Mustafa Kemal Atatürk
1948	1948
רונדווערעם	Fadenwürmer
1949	1949
הואנג קסיאנפאן	Huang Xianfan
פעברואר 2009	Februar 2009
1956	1956
1202	1202
1204	1204
1941	1941
1945	1945
1958	1958
1926	1926
1947	1947
1944	1944
1952	1952
בריליאנט	Diamant
ביל גייטס	Bill Gates
יאפאניש	Japanische Sprache
עקראן	Computermonitor
ענציקלאפעדיע	Enzyklopädie
דיסקעט	Diskette
RAM זיכרון	Random-Access Memory
הויפט זייט	Wikipedia:Hauptseite
פראצעסאר	Hauptprozessor
1959	1959
1957	1957
רוטירער	Router
רעזיסטאר	Widerstand (Bauelement)
קאנדענסאטאר	Kondensator (Elektrotechnik)
אינדוקטאר	Induktanz
טראנזיסטאר	Transistor
בעיסבאל	Baseball
קוישבאל	Basketball
קריקעט	Cricket
גאלף (שפיל)	Golf (Sport)
ראגבי פוטבאל	Rugby
אויטאספארט	Automobilsport
אלימפיאדע	Olympische Spiele
יאנגצע	Jangtsekiang
מיזורי טייך	Missouri River
סיביר	Sibirien
פראנסיסקא גאיא	Francisco de Goya
הימאלייע	Himalaya
אנדן	Anden
ראקי בערג	Rocky Mountains
קאפשטאט	Kapstadt
טראוויזיע	Treviso
קאווקאז בערג	Kaukasus
קאספישער ים	Kaspisches Meer
אונטערגרונט באן	U-Bahn
וויקטאריע אזערע	Victoriasee
טאנגאניקע אזערע	Tanganjikasee
בייקאל אזערע	Baikalsee
סאלוואדאר דאלי	Salvador Dalí
אלברעכט דירער	Albrecht Dürer
ווינצענט וואן גאך	Vincent van Gogh
קאצושיקא האקוסיי	Katsushika Hokusai
פרידא קאהלא	Frida Kahlo
אנרי מאטיס	Henri Matisse
מיקעלאנדזשעלא	Michelangelo
פאבלא פיקאסא	Pablo Picasso
ראפאעל	Raffael
רעמבראנדט	Rembrandt van Rijn
פעטער פאל רובענס	Peter Paul Rubens
סינאן	Sinan
ענדי ווארהאל	Andy Warhol
פרענק לויד רייט	Frank Lloyd Wright
מאדעם	Modem
עמינעם	Eminem
בוס	Omnibus
טראמוויי	Straßenbahn
אבו נואס	Abu Nuwas
האנס קריסטיאן אנדערסען	Hans Christian Andersen
מאצוא באשא	Matsuo Bashō
לארד בייראן	George Gordon Byron
מיגעל דע סערוואנטעס	Miguel de Cervantes
דזשעפרי טשאסער	Geoffrey Chaucer
בבל	Babylon
אנטאן פאוולאוויטש טשעכאוו	Anton Pawlowitsch Tschechow
טשארלס דיקנס	Charles Dickens
יריחו	Jericho
סאמארקאנד	Samarqand
באלעארישע אינזלען	Balearische Inseln
בית לחם	Bethlehem
מעקא	Mekka
טשע געווארא	Che Guevara
קאנארישע אינזלען	Kanarische Inseln
מאא צעטאנג	Mao Zedong
קארדאבע	Córdoba (Spanien)
טאלעדא	Toledo
קאבול	Kabul
בית הכסא פאפיר	Toilettenpapier
גבריאל גארסיא מארקעס	Gabriel García Márquez
יאהאן וואלפגאנג פאן געטע	Johann Wolfgang von Goethe
וואגינע	Vagina
טאמיל	Tamil
ארגאזם	Orgasmus
פילאסאפיע	Philosophie
קאסמאס-פארן	Raumfahrt
משפחה מענטש	Family Guy
קאַטעגאָריע:געשטעלטע צו שנעל מעקן	Kategorie:Wikipedia:Schnelllöschen
פיאנע	Klavier
ראפ מוזיק	Rap
