Hui-chiu	Afrika
Jîn-bîn Hêng-tōng Tóng	People’s Action Party (Singapur)
Cuba Kiōng-sán Tóng	Kommunistische Partei Kubas
Tomigusuku-chhī	Tomigusuku
Thô͘-siâⁿ-khu	Tucheng (Neu-Taipeh)
Tugaru-chhī	Tsugaru
Awazi-chhī	Awaji
Sin-chng-khu	Xinzhuang
Jeddah	Dschidda
Asikaga-chhī	Ashikaga
Oyama-chhī	Oyama
Ebino-chhī	Ebino
Chèng-chiàu	Zertifizierung
Pih	Weichschildkröten
Tiong-kok Kok-chè Kóng-pò͘ Tiān-tâi	Radio China International
Ji̍t-pún Lông	Honshū-Wolf
Kasukabe-chhī	Kasukabe
Richard Kiel	Richard Kiel
Halton (borough)	Borough of Halton
Erzurum (séng)	Erzurum (Provinz)
Kama-chhī	Kama (Fukuoka)
Hô Tāi-it	David Ho
Tâi-oân le̍k-sú	Geschichte Taiwans
Chông-bêng-tó	Chongming Dao
Hagi-chhī	Hagi (Yamaguchi)
Tiâu-sián Thài-chó͘	Taejo
Tong-bêng Sèng-ông	Dongmyeong von Goguryeo
Lí Hông-chiong	Li Hongzhang
Ông Hi-chi	Wang Xizhi
Hîm (tiān-iáⁿ)	Der Bär (Film)
Phoaⁿ Bûn-khái	Phan Văn Khải
Peh-go̍eh-cheh	Mondfest
Heo Mok	Heo Mok
Nguyễn Huệ	Nguyễn Huệ
Gê Thok-seng	Watchman Nee
Tāu-á	Bohne
Hīⁿ-kài	Ohrmuschel
Siōng-phok	Oberarm
Lí Péng-hiàn	Lee Byung-hun
Jejomar Binay	Jejomar Binay
Labrador	Labrador (Kanada)
Piān-tong	Bentō
Udon Thani Hú	Udon Thani (Provinz)
Surin Hú	Surin (Provinz)
Sisaket Hú	Si Sa Ket (Provinz)
Sukhothai Hú	Sukhothai (Provinz)
Hoān Peng-peng	Fan Bingbing
QBasic	QBasic
Sa Kaeo Hú	Sa Kaeo (Provinz)
Toā-thóng-it lí-lūn	Große vereinheitlichte Theorie
Sakon Nakhon Hú	Sakon Nakhon (Provinz)
Kalasin Hú	Kalasin (Provinz)
Ôda-chhī	Ōda
Ôbu-chhī	Ōbu
Ôgaki-chhī	Ōgaki
Ôhunato-chhī	Ōfunato
Ôkawa-chhī	Ōkawa
Ômati-chhī	Ōmachi
Ôme Soàⁿ	Ōme-Linie
Ômihatiman-chhī	Ōmihachiman
Ômura-chhī	Ōmura (Nagasaki)
Ômuta-chhī	Ōmuta
Ôno-chhī	Ōno (Fukui)
Ônozyô-chhī	Ōnojō
Tendô-chhī	Tendō
Tāi-pán Î-sin ê Hoē	Ōsaka Ishin no Kai
Ôsakasayama-chhī	Ōsakasayama
Ôsaki-chhī	Ōsaki (Miyagi)
Ôsyû-chhī	Ōshū
Minamata-chhī	Minamata
Ôta-chhī	Ōta (Gunma)
Ôtake-chhī	Ōtake
2011 nî 12 goe̍h	Dezember 2011
Ôtani Kôzui	Ōtani Kōzui
2011 nî 9 goe̍h	September 2011
2011 nî 8 goe̍h	August 2011
Ôtawara-chhī	Ōtawara
Ôtuki-chhī	Ōtsuki
Niihama-chhī	Niihama
Hikone-chhī	Hikone
Iwata-chhī	Iwata
Oozu-chhī	Ōzu
Huzisawa-chhī	Fujisawa (Kanagawa)
Daitô-chhī	Daitō (Ōsaka)
Kusatu-chhī	Kusatsu (Shiga)
Lōng-bān Moá Chhù	Full House (koreanische Fernsehserie)
Niiza-chhī	Niiza
Yamato-chhī	Yamato (Kanagawa)
Chok-phín	Werk (Urheberrecht)
Hita-chhī	Hita
Sūi-se Tek-gí	Schweizerdeutsch
Kawaguti-chhī	Kawaguchi
Kamogawa-chhī	Kamogawa
Kamagaya-chhī	Kamagaya
Afro	Afro-Look
Ka-cháu	Flöhe
Port-Cros Kok-ka Kong-hn̂g	Nationalpark Port-Cros
Şanlıurfa (séng)	Şanlıurfa (Provinz)
Chiu Sêng-ông	Cheng (Zhou-König)
Trabzon (séng)	Trabzon (Provinz)
Lo̍k-á-chhiū	Papiermaulbeerbaum
Toyokawa-chhī	Toyokawa
Kariya-chhī	Kariya (Aichi)
Komaki-chhī	Komaki
Inazawa-chhī	Inazawa
Neyagawa-chhī	Neyagawa
Achaemenes Ông-tiâu	Achämenidenreich
Atugi-chhī	Atsugi
Kokesi	Kokeshi
Tâi-oân-sam	Taiwanie
Tomakomai-chhī	Tomakomai
Agano-chhī	Agano (Niigata)
Higasiyamato-chhī	Higashiyamato
Kanuma-chhī	Kanuma
Musasimurayama-chhī	Musashimurayama
Nagato-chhī	Nagato
Itinoseki-chhī	Ichinoseki
Má-thài Hok-im	Evangelium nach Matthäus
Židikai	Židikai
Ɔ	Ɔ
Michael J. Fox	Michael J. Fox
Hukui	Fukui (Begriffsklärung)
Columbia, Maryland	Columbia (Maryland)
Thô-hn̂g	Taoyuan (Begriffsklärung)
Chó͘-sian	Vorfahr
Medang Ông-kok	Mataram (Staat)
Chûn-chāi kap Sî-kan	Sein und Zeit
Io-chui-kut	Lendenwirbel
Aioi-chhī	Aioi
Ubiquitin	Ubiquitin
Isobutane	Isobutan
Khí-kho ê hu̍t-hoà-bu̍t	Fluoride
Aira-chhī	Aira (Kagoshima)
Hu̍t-kok-sī	Bulguksa
Ôita	Oita
Akabira-chhī	Akabira
Akaiwa-chhī	Akaiwa
Hoâi-hoà-chhī	Huaihua
Aki-chhī	Aki (Kōchi)
Lâm-tâu	Nantou (Begriffsklärung)
Má-chó͘	Mazu
Akitakata-chhī	Akitakata
Sek-hoà	Akklimatisation
Khóng	Kon
Hái-phiâⁿ	Wattenmeer
Doxycycline	Doxycyclin
Gutta-percha	Guttapercha
O͘-kǹg	Wolframcarbid
A-phi-sng	Arsenige Säure
Platensimycin	Platensimycin
Orlistat	Orlistat
Akô-chhī	Akō
Lâm-chhiong-chhī (Sù-chhoan)	Nanchong
Oa̍t-lâm Kiōng-sán Tóng	Kommunistische Partei Vietnams
Waidhofen an der Ybbs	Waidhofen an der Ybbs
Khó͘-koe	Bittermelone
Noboribetu-chhī	Noboribetsu
Yotukaidô-chhī	Yotsukaidō
2004 nî 2 goe̍h	Februar 2004
Gmunden	Gmunden
Omitama-chhī	Omitama
Nevşehir (séng)	Nevşehir (Provinz)
Chôa-tiau	Schlangenweihe
1996 nî Tâi-oân chóng-thóng sóan-kí	Präsidentenwahl in der Republik China 1996
Muroto-chhī	Muroto
Hamada-chhī	Hamada
Düzce (séng)	Düzce (Provinz)
27	Siebenundzwanzig
35	Fünfunddreißig
64	Vierundsechzig
99	Neunundneunzig
Chhek Kè-kong	Qi Jiguang
Cesar Romero	Cesar Romero
108	Hundertacht
101	Hunderteins
Ama-chhī	Ama (Aichi)
Amakusa-chhī	Amakusa (Kumamoto)
O͘-hîm	Black Bear
Amami-chhī	Amami
Jackie Gleason	Jackie Gleason
Farscape	Farscape
ISO 3166-2:JP	ISO 3166-2:JP
Sula nebouxii	Blaufußtölpel
Tiong-hoâ Bîn-kok Kok-kun	Streitkräfte der Republik China
Chetumal	Chetumal
Samut Songkhram Hú	Samut Songkhram (Provinz)
Pathum Thani Hú	Pathum Thani (Provinz)
Chainat Hú	Chai Nat (Provinz)
Hadano-chhī	Hadano
Naruto-chhī	Naruto (Tokushima)
Iga-chhī	Iga (Mie)
Matusaka-chhī	Matsusaka
Marugame-chhī	Marugame
Imabari-chhī	Imabari
Pitty	Pitty
Doñana Kok-ka Kong-hn̂g	Nationalpark Coto de Doñana
Handa-chhī	Handa
Bí-kok Kong-lí-hōe	American Board of Commissioners for Foreign Missions
Virginia Apgar	Virginia Apgar
Tēng Lē-kun	Teresa Teng
2005 nî 12 goe̍h	Dezember 2005
Kim Sò͘-giân	Kim So-yeon (Schauspielerin, 1980)
Khai-chai-cheh	Fest des Fastenbrechens
Sin Sai-jīm-tông	Shin Saimdang
Kim Tae-hee	Kim Tae-hee
Pôe Siù-tì	Bae Suzy
Ông Hui	Faye Wong
Garajonay Kok-ka Kong-hn̂g	Nationalpark Garajonay
Si-king	Buch der Lieder (China)
Roberto Carlos	Roberto Carlos (Musiker)
Sasaki Nozomi	Nozomi Sasaki
Chhî Hi-oān	Barbie Xu
Patricia Hill Collins	Patricia Hill Collins
Hồ Xuân Hương	Hồ Xuân Hương
Sat-ba̍k-hî	Milchfisch
Khu Biāu-chin	Qiu Miaojin
Tanaka Yosiko	Yoshiko Tanaka (Schauspielerin)
Natukawa Rimi	Rimi Natsukawa
Tân Kiok	Chen Chu
Lū Siù-liân	Annette Lu
Renhô	Renhō
Wendy Beckett	Wendy Beckett
Beth Orton	Beth Orton
Martha Wash	Martha Wash
Ông Ú-ka	Wang Yujia
Dorothy Stang	Dorothy Stang
Chhiu Kín	Qiu Jin
Elizabeth Cady Stanton	Elizabeth Cady Stanton
Chông-lé-mn̂g	Namdaemun
Aoyama Thelma	Thelma Aoyama
Bí-kok Liân-bêng	American League
Andrée Chedid	Andrée Chedid
Daniela Mercury	Daniela Mercury
Murilo Benício	Murilo Benício
Great Falls, Montana	Great Falls (Montana)
Tek-kok ka-choa̍h	Deutsche Schabe
Se-pan-gâ chhù-chiáu	Weidensperling
2005 nî 4 goe̍h	April 2005
Nakhon Nayok Hú	Nakhon Nayok (Provinz)
Ko-kho-ki	Spitzentechnologie
Heo Jong-suk	Heo Jong-suk
Siông-gô	Chang’e
Débora Falabella	Débora Falabella
Juliana Paes	Juliana Paes
Ford-chú-gī	Fordismus
Ìn-tō͘-hē bûn-jī	Indischer Schriftenkreis
Kasima-chhī	Kashima (Ibaraki)
Toyonaka-chhī	Toyonaka
Kurasiki-chhī	Kurashiki
Nogi Maresuke	Nogi Maresuke
Theodore Nicholas Gill	Theodore Nicholas Gill
Chhî Sūn-choân	Chee Soon Juan
Robert Swinhoe	Robert Swinhoe
James Oliver Curwood	James Oliver Curwood
Paul Rand	Paul Rand
Hirai Ken	Ken Hirai
Charles Horton Cooley	Charles Cooley
Tēⁿ Chiu-éng	Chung Ju-yung
Thài-khong-ke̍k	Space Opera
Nakhon Phanom Hú	Nakhon Phanom (Provinz)
Maha Sarakham Hú	Maha Sarakham (Provinz)
Gô͘ Sam-kùi	Wu Sangui
Ube-chhī	Ube (Yamaguchi)
Kurihara-chhī	Kurihara
Ko-lê Kong-chong	Gwangjong
Tēⁿ Tō-thoân	Jeong Do-jeon
Heo Jeong	Huh Jung
Heng-soan Tāi-īⁿ Kun	Daewon-gun
Iàn-san Kun	Yeonsangun
Chê Hoân-kong	Huan von Qi
Shin Suk-ju	Shin Suk-ju
David Kelly	David Kelly (Schauspieler)
Kang-hu (tiān-iáⁿ)	Kung Fu Hustle
Hân Hân	Han Han
Âu-kiò	Der Schrei
Euarchontoglires	Euarchontoglires
Siā Tiông-têng	Hsieh Chang-ting
William Elford Leach	William Elford Leach
Pak-káng-tìn	Beigang (Yunlin)
Paramore	Paramore
Môa-hông	Kasuarinengewächse
Alor Star	Alor Setar
Wonder Girls	Wonder Girls
Ayutthaya Hú	Ayutthaya (Provinz)
Écrins Kok-ka Kong-hn̂g	Nationalpark Écrins
Afghanistan Bîn-chú Kiōng-hô-kok	Demokratische Republik Afghanistan
Chhiong-tek-kiong	Changdeokgung
Guī Huī-ông	Hui (Wei)
Tâi-lâm-koān	Landkreis Tainan
Lo̍k-nâ Tn̂g-bóe-chheⁿ	C/2007 N3 (Lulin)
Sin-san-it Ki-tiûⁿ	Flughafen Tan-Son-Nhat
Amy Adams	Amy Adams
An Tiōng-kun	An Chung-gun
K-On!	K-On!
Sam It Ūn-tōng	Bewegung des ersten März
Chiu An-ông	An (Zhou-König)
Tiuⁿ Hek	Jang Hyuk
Giresun (séng)	Giresun (Provinz)
Gümüşhane (séng)	Gümüşhane (Provinz)
Siirt (séng)	Siirt (Provinz)
Kahramanmaraş (séng)	Kahramanmaraş (Provinz)
Chek-chui	Wirbelsäule
Karaman (séng)	Karaman (Provinz)
Samsun (séng)	Samsun (Provinz)
Uzbek-cho̍k	Usbeken
Eskişehir (séng)	Eskişehir (Provinz)
Bayburt (séng)	Bayburt (Provinz)
Uşak (séng)	Uşak (Provinz)
Yalova (séng)	Yalova (Provinz)
Elâzığ (séng)	Elazığ (Provinz)
Sivas (séng)	Sivas (Provinz)
Tiâu-sián Poàn-tó	Koreanische Halbinsel
Michael Clarke Duncan	Michael Clarke Duncan
Gaziantep (séng)	Gaziantep (Provinz)
Karabük (séng)	Karabük (Provinz)
Erzincan (séng)	Erzincan (Provinz)
Ordu (séng)	Ordu (Provinz)
Kastamonu (séng)	Kastamonu (Provinz)
Tokat (séng)	Tokat (Provinz)
Sting	Sting
Gwen Stefani	Gwen Stefani
Steve Wozniak	Steve Wozniak
Kayseri (séng)	Kayseri (Provinz)
Rize (séng)	Rize (Provinz)
Gē-su̍t-ka	Künstler
Isadora Duncan	Isadora Duncan
Villach	Villach
Paula Fernandes	Paula Fernandes
Leucin	Leucin
Valin	Valin
The Cranberries	The Cranberries
Sek-èng	Evolutionäre Anpassung
Andrew Carnegie	Andrew Carnegie
Thâu-lâng	Menschenführung
Tēⁿ Jiû-bí	Jeong Yu-mi (Schauspielerin, 1984)
Kırıkkale (séng)	Kırıkkale (Provinz)
Kyrgyz-cho̍k	Kirgisen
Prolin	Prolin
Phok-bu̍t-ha̍k	Naturgeschichte
Captcha	Captcha
Christine Lagarde	Christine Lagarde
Kok-chè cho͘-chit	Internationale Organisation (Völkerrecht)
Sèng-si	Hymne
Isoleucin	Isoleucin
Siān-tek Lú-ông	Seondeok
Roza Otunbayeva	Rosa Otunbajewa
Lí Ián-hi	Lee Yeon-hee
Histidin	Histidin
Leoben	Leoben
Sòng Tiōng-ki	Song Joong-ki
Goldbach Chhai-chhek	Goldbachsche Vermutung
Anan-chhī	Anan
Lí Iâu-goân	Lee Yo-won
Bossa nova	Bossa Nova
Kodak	Kodak
Yu Kil-chun	Yu Gil-jun
Kufstein	Kufstein
Cedar Rapids	Cedar Rapids (Iowa)
Baden bei Wien	Baden (Niederösterreich)
Evansville	Evansville (Indiana)
Kansas City, Kansas	Kansas City (Kansas)
Rochester, Minnesota	Rochester (Minnesota)
Lí To-hái	Lee Da-hae
Nomo Hideo	Hideo Nomo
Dessau	Dessau
Spittal an der Drau	Spittal an der Drau
Klosterneuburg	Klosterneuburg
Wolfsberg	Wolfsberg (Kärnten)
Gecko	Gecko (Software)
Tēⁿ Lē-ōan	Jung Ryeo-won
Leonding	Leonding
Lustenau	Lustenau
Tēⁿ Ú-sēng	Jung Woo-sung
Tulln an der Donau	Tulln an der Donau
Schwechat	Schwechat
Just in Time	Just-in-time-Produktion
Gulfport, Mississippi	Gulfport (Mississippi)
Biloxi	Biloxi (Mississippi)
Yao-chhī	Yao (Ōsaka)
Tondabayasi-chhī	Tondabayashi
Herman Cain	Herman Cain
Phok Siù-ài	Su Ae
Lâu În-nā	Yoo In-na
Chong-hiàn Sè-chú	Prinz Sado
Ji̍t-thâu Chi Koa	Taiyō no Uta
Stockerau	Stockerau
Immanuel Wallerstein	Immanuel Wallerstein
Tāi-chiòng-hun-lūi-hoat	Social Tagging
Owensboro	Owensboro
Bludenz	Bludenz
O͘-bīn lā-poe	Schwarzstirnlöffler
Sankt Veit an der Glan	Sankt Veit an der Glan
Mô͘-pit	Schreibpinsel
Knittelfeld	Knittelfeld
Perfume (Ji̍t-pún ga̍k-thoân)	Perfume
Sîn-tiàu-hōe	Assemblies of God
T-ara	T-ara
Hekinan-chhī	Hekinan
Huzimi-chhī	Fujimi (Saitama)
Saku-chhī	Saku (Nagano)
Tita-chhī	Chita
Tiuⁿ Sêng-te̍k	Jang Song-thaek
Huzinomiya-chhī	Fujinomiya
Kadoma-chhī	Kadoma (Ōsaka)
Kasihara-chhī	Kashihara
Lí Bîn-têng	Lee Min-jung
Misawa-chhī	Misawa
Kuroisi-chhī	Kuroishi
Sakaiminato-chhī	Sakaiminato
Siogama-chhī	Shiogama
Kuwana-chhī	Kuwana
Yokote-chhī	Yokote
Kim Siù-hiân	Kim Soo-hyun (Schauspieler, 1988)
Kazuno-chhī	Kazuno
Kitakata-chhī	Kitakata
Muroran-chhī	Muroran
Ebetu-chhī	Ebetsu
Gosyogawara-chhī	Goshogawara
Ki-chú	Gija
Tiam-kut	Amboss (Anatomie)
Kosigaya-chhī	Koshigaya
Sakura-chhī	Sakura (Chiba)
Huttu-chhī	Futtsu
Nasusiobara-chhī	Nasushiobara
Moka-chhī	Mooka
Lâm-hui Kok-ka Kaⁿ-ná-kiû Tūi	Südafrikanische Rugby-Union-Nationalmannschaft
Nam Gon	Nam Gon
Kok-gí ê Lô-má-jī Piáu-kì-hoat	Revidierte Romanisierung
Hân-kok Hòng-sàng Kong-siā	Korean Broadcasting System
Liâng-kiong Chhun-ji̍t Hē-lia̍t	Suzumiya Haruhi no Yūutsu
Sado-chhī	Sado (Niigata)
Ti̍t-hat-chhī	Munizipalität
Serpopard	Schlangenhalspanther
Warren, Michigan	Warren (Michigan)
Seto-chhī	Seto (Aichi)
Tèng-kut	Steigbügel (Anatomie)
Shah Alam	Shah Alam
Gio̍k-san	Yu Shan
Overland Park	Overland Park
Lewiston, Maine	Lewiston (Maine)
Tiong-hīⁿ	Mittelohr
Hio̍h-á Hái-liông	Großer Fetzenfisch
Tahara-chhī	Tahara (Aichi)
Tenri-chhī	Tenri
Hiratuka-chhī	Hiratsuka
Nemuro-chhī	Nemuro (Hokkaidō)
Hôhu-chhī	Hōfu
Tāi-sū-san	Lantau Island
Ibaraki-chhī	Ibaraki
Kiyosu-chhī	Kiyosu
Mobara-chhī	Mobara
Miyako-chhī	Miyako (Iwate)
Takaoka-chhī	Takaoka
Andrej Pejic	Andreja Pejić
Inuyama-chhī	Inuyama
Chris Pratt	Chris Pratt
Sakata-chhī	Sakata
Chhó	Chu (Staat)
Koà-chhài	Brauner Senf
Newark, Delaware	Newark (Delaware)
Suomi Tiong-iong Tóng	Finnische Zentrumspartei
Yasothon Hú	Yasothon (Provinz)
Thài-pêng-iûⁿ Pak Chiàⁿ Hái-ang	Pazifischer Nordkaper
Kibô	Kibō
Tū-chúi	Ertrinken
Sunagawa-chhī	Sunagawa
Feldkirchen in Kärnten	Feldkirchen in Kärnten
Ko-sok chhiú-ki (khí-kho)	Winkelstück (Zahnmedizin)
Tē-gō͘-Hukuryû-maru	Glücklicher Drache V
Higasimatusima-chhī	Higashimatsushima
Kyôtango-chhī	Kyōtango
Kok-bîn ha̍k-hāu	Volksschule
Sankt Andrä	Sankt Andrä (Kärnten)
Owari-kok	Provinz Owari
Eng-ko-khu	Yingge
Kau-thong	Straßenverkehr
Iwanuma-chhī	Iwanuma
Lo̍k-chhùi-chúi	Mundwasser
Siroi-chhī	Shiroi
Orpheus-chú-gī (gē-su̍t)	Orphischer Kubismus
Khí-chiu-pēⁿ	Parodontitis
Saikai-chhī	Saikai
Takahagi-chhī	Takahagi
Conrad Vernon	Conrad Vernon
Tonami-chhī	Tonami
Hông-tè chhân-eⁿ	Große Königslibelle
Ronaldo	Ronaldo
Anne Haney	Anne Haney
Angel Beats!	Angel Beats!
Kailua	Kailua (Hawaii)
Simotuma-chhī	Shimotsuma
S.H.E	S.H.E
Azumino-chhī	Azumino
Istanbul (séng)	Istanbul (Provinz)
Hohhot-chhī	Hohhot
Victoria	Victoria
Alice Austen	Alice Austen
Awara-chhī	Awara
Nagaoka-chhī	Nagaoka
Christian Dior (kong-si)	Christian Dior (Unternehmen)
To-khí-chèng	Hyperdontie
Ray Charles	Ray Charles
Kathy Bates	Kathy Bates
Matt Frewer	Matt Frewer
Makurazaki-chhī	Makurazaki
Khó͘ Koan-kia̍t	Sam Hui
Réunion Kok-ka Kong-hn̂g	Nationalpark Réunion
Köflach	Köflach
So͘ Cheng-chhiong	Su Tseng-chang
Kù Chhiu-pe̍k	Qu Qiubai
Ethan Allen	Ethan Allen
Mahlon Hoagland	Mahlon Hoagland
George C. Williams	George C. Williams
Samuel Youd	John Christopher
Jim Rogers	Jim Rogers
Austin Mahone	Austin Mahone
Khattiya Sawasdipol	Khattiya Sawasdipol
Tiō Goân-jīm	Chao Yuen Ren
Lūi-pia̍t:Jîn-kang tì-lêng	Kategorie:Künstliche Intelligenz
Sī-kak hē-thóng	Visuelles System
John D. MacDonald	John D. MacDonald
Maqbool Fida Husain	Maqbul Fida Husain
Liân Chiàn	Lien Chan
Milton Berle	Milton Berle
Chiu Jû-bîn	Vic Zhou
Pe̍h-oē-jī	Pe̍h-ōe-jī
Sím Chiông-bûn	Shen Congwen
Má-lé-sùn	Robert Morrison (Missionar)
Dana Snyder	Dana Snyder
Chìn Bûn-kong	Wen von Jin
Té-kok-tāi-ha̍k	Kaiserliche Universität
Chhoà Bān-lîm	Tsai Wan-lin
Annaka-chhī	Annaka
Stanford torus	Stanford-Torus
Siōng-boé-ê Khui-hām-lâng	Der letzte Trapper
Tāi-lí-khu	Dali (Taichung)
Hong-goân-khu	Fengyuan
Hô-pêng-khu	Heping (Taichung)
Bū-hong-khu	Wufeng (Taichung)
Pat-lí-khu	Bali (Neu-Taipeh)
Pang-kiô-khu	Banqiao
Kòng-liâu-khu	Gongliao
Kim-san-khu	Jinshan (Neu-Taipeh)
Nâ-kháu-khu	Linkou (Neu-Taipeh)
Lô͘-chiu-khu	Luzhou (Neu-Taipeh)
Pêⁿ-nâ-khu	Pinglin
Pêng-khe-khu	Pingxi
Sūi-hong-khu	Ruifang
Sam-tiông-khu	Sanchong
Okegawa-chhī	Okegawa
Sam-kiap-khu	Sanxia (Neu-Taipeh)
Sam-chi-khu	Sanzhi
Chhim-kheⁿ-khu	Shenkeng
Chio̍h-tēng-khu	Shiding
Chio̍h-mn̂g-khu	Shimen (Neu-Taipeh)
Chhiū-nâ-khu	Shulin
Thài-san-khu	Taishan (Neu-Taipeh)
Tām-chúi-khu	Tamsui
Bān-lí-khu	Wanli (Neu-Taipeh)
Gō͘-kó͘-khu	Wugu
Se̍k-chí-khu	Xizhi
Éng-hô-khu	Yonghe (Neu-Taipeh)
Tsubame-chhī	Tsubame
Tiong-san Ko-sok-kong-lō͘	National Highway 1 (Taiwan)
Koaⁿ-liâu	Amtsträger
Tosasimizu-chhī	Tosashimizu
Tachybaptus rufolavatus	Delacour-Zwergtaucher
Âng-kam	Große Bernsteinmakrele
Hukuoka	Fukuoka (Begriffsklärung)
Midori-chhī	Midori (Gunma)
Kai-chhī	Kai (Yamanashi)
Situ Gintung	Situ Gintung
Heng-chui-kut	Brustwirbel
Iwade-chhī	Iwade
Zyôetu-chhī	Jōetsu
Hikaru no Go	Hikaru no Go
Schwaz	Schwaz
Bandô-chhī	Bandō
Tâi-tiong Hoat-tiān-chhiúⁿ	Kraftwerk Taichung
Yanagawa-chhī	Yanagawa
Chìn-kek ê Kī-jîn	Attack on Titan
Kabayama Sukenori	Kabayama Sukenori
Tiām-chīⁿ ê Chhun-thiⁿ	Der stumme Frühling
Hīⁿ-chio̍h	Statolith
Ginowan-chhī	Ginowan
Yosinogawa-chhī	Yoshinogawa
Isahaya-chhī	Isahaya
Huzioka-chhī	Fujioka (Gunma)
Sin-kài	New Territories
Chêng-tiâⁿ hē-thóng	Gleichgewichtsorgan
Kitanagoya-chhī	Kitanagoya
Giap-ang-á-tâi	Greifautomat
Olympiaturm	Olympiaturm
Minamoto--sī	Minamoto
Chhiú-su̍t	Operation (Medizin)
Ge̍k-thāi	Missbrauch
Tikugo-chhī	Chikugo (Fukuoka)
Sibata-chhī	Shibata (Niigata)
Gozyô-chhī	Gojō
Yurihonzyô-chhī	Yurihonjō
Pretoria Tāi-ha̍k	Universität Pretoria
2004 nî 4 goe̍h	April 2004
Simada-chhī	Shimada
So͘-khai	Evakuierung
Siú-lí	Shuri (Okinawa)
Má-chó͘-tó	Matsu-Inseln
Kawanisi-chhī	Kawanishi
The tó liān io	Sit-up
Goā-hīⁿ	Außenohr
Yasu-chhī	Yasu
Siáⁿ-lâng mā m̄-chai	Nobody Knows (Film)
Scomberomorus semifasciatus	Scomberomorus semifasciatus
Scomberomorus sierra	Scomberomorus sierra
An-khoe-koān	Anxi (Quanzhou)
2004 nî 3 goe̍h	März 2004
Hàu	Kindliche Pietät
Chhián-chháu-sī	Sensō-ji
Hirosima-koān	Präfektur Hiroshima
Tan-ūi ê oāⁿ-sǹg-pió	Gebräuchliche Nicht-SI-Einheiten
Muixeranga	Muixeranga
Scomberomorus sinensis	Scomberomorus sinensis
Lí-sîn-lūn	Deismus
Glycin	Glycin
Tunceli (séng)	Tunceli (Provinz)
Gô	Gänse
Phî-tàn	Tausendjährige Eier
Takayama-chhī	Takayama
Tôkai-chhī	Tōkai (Aichi)
Nampa, Idaho	Nampa (Idaho)
Fiordland Khiā-gô	Dickschnabelpinguin
Hûn-hoà-lô͘	Müllverbrennung
Kapfenberg	Kapfenberg
Khâng-páng	Plakatwand
Hollabrunn	Hollabrunn
Ko-san-chèng	Höhenkrankheit
Roi Et Hú	Roi Et (Provinz)
Halland	Halland
Koé-chí-bâ	Larvenroller
Södermanland	Södermanland
Arao-chhī	Arao
Tiō Jû-chiⁿ	Cho Yeo-jeong
Ú-ông	Yu der Große
Pó-io̍k	Naturschutz
Ubon Ratchathani Hú	Ubon Ratchathani (Provinz)
Tông-chì	Genosse
O͘-miâ-toaⁿ	Schwarze Liste
Yuzawa-chhī	Yuzawa (Akita)
Hōng-soaⁿ-khu	Fengshan
Buzen-chhī	Buzen
Naka-chhī	Naka
Tigasaki-chhī	Chigasaki
Hitati-chhī	Hitachi (Ibaraki)
Oga-chhī	Oga
Saizyô-chhī	Saijō
Ian-á	Echter Bonito
Kasiwazaki-chhī	Kashiwazaki
Kameoka-chhī	Kameoka
Huziidera-chhī	Fujiidera
Kiryû-chhī	Kiryū
Uresino-chhī	Ureshino
Lâng-kho	Menschenaffen
Yûbari-chhī	Yūbari
Asahi-chhī	Asahi (Chiba)
Inzai-chhī	Inzai
Tôgane-chhī	Tōgane
Kimitu-chhī	Kimitsu
Yatimata-chhī	Yachimata
Miyakonozyô-chhī	Miyakonojō
Toride-chhī	Toride
Im-ga̍k-ka	Musiker
Hi-bāng Soān-chio̍h	Hope-Diamant
Lōe-koh	Kabinett (Politik)
Kakamigahara-chhī	Kakamigahara
Ji̍t-pún Kiōng-sán Tóng	Kommunistische Partei Japans
Fujiwara--sī	Fujiwara (Familie)
Khí-lia̍t	Dentition
Mutu-chhī	Mutsu (Aomori)
Kurayosi-chhī	Kurayoshi
Natori-chhī	Natori
Minamisôma-chhī	Minamisōma
Bellevue, Nebraska	Bellevue (Nebraska)
Settu-chhī	Settsu (Ōsaka)
Syûnan-chhī	Shūnan
Tateyama-chhī	Tateyama (Chiba)
Tôno-chhī	Tōno
Katagami-chhī	Katagami (Akita)
Nanto-chhī	Nanto (Toyama)
Towada-chhī	Towada (Aomori)
Asaka-chhī	Asaka (Saitama)
Sodegaura-chhī	Sodegaura
Kameyama-chhī	Kameyama (Mie)
Himi-chhī	Himi
Komatu-chhī	Komatsu (Ishikawa)
Sano-chhī	Sano
Titibu-chhī	Chichibu
Şırnak (séng)	Şırnak (Provinz)
Kyaputen Tubasa	Captain Tsubasa
Diocletianus í-chêng ê Lô-má hêng-séng lia̍t-toaⁿ	Liste der römischen Provinzen bis Diokletian
Huziyosida-chhī	Fujiyoshida
Iwakura-chhī	Iwakura
Tecnológico de Antioquia	Tecnológico de Antioquia
Frente Farabundo Martí para la Liberación Nacional	Frente Farabundo Martí para la Liberación Nacional
Mituke-chhī	Mitsuke
Kota Bharu	Kota Bharu
Soa-hì	Pneumokoniose
Sin Ji̍t-pún Chè-thih	Shin-Nippon Seitetsu
Minamiasigara-chhī	Minamiashigara
Chhâi-hông	Nähen
Tang-koe	Wachskürbis
Tagazyô-chhī	Tagajō
Atami-chhī	Atami (Shizuoka)
