Afríka	Afrika
Robert Louis Stevenson	Robert Louis Stevenson
Janis Joplin	Janis Joplin
Abidjan	Abidjan
Abú Dabí	Abu Dhabi
Astana	Astana
New Mexico	New Mexico
Ramses 2.	Ramses II.
Aþena	Athen
Hringtorg	Kreisverkehr
Minnesota	Minnesota
Bagdad	Bagdad
Karakas	Caracas
UTC	Koordinierte Weltzeit
Wisconsin	Wisconsin
Pune	Pune
Cíceró	Marcus Tullius Cicero
AC Milan	AC Mailand
Iowa	Iowa
Lyon-Saint Exupéry-flugvöllur	Flughafen Lyon Saint-Exupéry
Nebraska	Nebraska
Gvatemalaborg	Guatemala-Stadt
Kansas	Kansas
Havana	Havanna
Tóbak	Tabak
Hindí	Hindi
Internet Explorer	Internet Explorer
Vindill	Zigarre
Sígaretta	Zigarette
Missouri	Missouri
Louisiana	Louisiana
Nagaland	Nagaland
Kentucky	Kentucky
Arkansas	Arkansas
Neil Armstrong	Neil Armstrong
Úrdú	Urdu
Charles Lindbergh	Charles Lindbergh
Édith Piaf	Édith Piaf
Saxelfur	Elbe
Oklahoma	Oklahoma
Weser	Weser
Dóná	Donau
Tariku Bekele	Tariku Bekele
Spree	Spree
Norðursjór	Nordsee
Skagerrak	Skagerrak
Kíl	Kiel
Schwerin	Schwerin
Potsdam	Potsdam
Hannover	Hannover
Düsseldorf	Düsseldorf
Mainz	Mainz
Wiesbaden	Wiesbaden
Saarbrücken	Saarbrücken
München	München
Erfurt	Erfurt
Dresden	Dresden
Magdeburg	Magdeburg
Blak	Volleyball
Innsbruck	Innsbruck
Bregenz	Bregenz
Vín (Austurríki)	Wien
Madonna	Madonna (Künstlerin)
Kaupmannahöfn	Kopenhagen
Macrinus	Macrinus
Stokkhólmur	Stockholm
Helsinki	Helsinki
Dyflinn	Dublin
Elagabalus	Elagabal
Reykjavík	Reykjavík
Ella Fitzgerald	Ella Fitzgerald
Alexander Severus	Severus Alexander
Tallinn	Tallinn
Ríga	Riga
Sansibar	Sansibar
Maximinus Thrax	Maximinus Thrax
Louis Armstrong	Louis Armstrong
Bratislava	Bratislava
Búdapest	Budapest
Gdańsk	Danzig
Frankfurt am Main	Frankfurt am Main
Wrocław	Breslau
Lantan	Lanthan
Stjarnfræðieining	Astronomische Einheit
Gordianus 3.	Gordian III.
Philippus arabi	Philippus Arabs
Aceh	Aceh
Rauðvín	Rotwein
Kalíníngrad	Kaliningrad
Death Note	Death Note
Lúxemborg (borg)	Luxemburg (Stadt)
Vaduz	Vaduz
Biblían	Bibel
San Marínó (borg)	Stadt San Marino
Phnom Penh	Phnom Penh
Túlín	Thulium
Ho Chi Minh-borg	Ho-Chi-Minh-Stadt
Ytterbín	Ytterbium
Lútetín	Lutetium
Hanoí	Hanoi
Kirkja hins sanna Jesú	Wahre Jesus-Kirche
Enska	Englische Sprache
Bangkok	Bangkok
Andorra la Vella	Andorra la Vella
Kúala Lúmpúr	Kuala Lumpur
Taípei	Taipeh
Ódessa	Odessa
Arkangelskfylki	Oblast Archangelsk
Đồng Hới	Đồng Hới
Concepción	Concepción (Chile)
Ríkiserindrekstur	Diplomatie
Bologna	Bologna
Petrozavodsk	Petrosawodsk
Cagliari	Cagliari
Kíev	Kiew
Catania	Catania
Ontario	Ontario
Patrice Evra	Patrice Evra
Ottawa	Ottawa
Bacary Sagna	Bacary Sagna
Tungl Júpíters	Liste der Jupitermonde
Júba	Juba (Stadt)
Manitoba	Manitoba
Alberta (fylki)	Alberta
Nova Scotia	Nova Scotia
Jerevan	Jerewan
Vologda	Wologda
Końskowola	Końskowola
Dar es Salaam	Daressalam
Kartúm	Khartum
Formúla 1	Formel 1
Breska Kólumbía	British Columbia
Eyja Játvarðs prins	Prince Edward Island
2000	2000
2003	2003
2002	2002
2001	2001
2012	2012
2011	2011
2010	2010
2009	2009
Koltvísýringur	Kohlenstoffdioxid
2013	2013
2014	2014
2015	2015
Nýfundnaland og Labrador	Neufundland und Labrador
2008	2008
JavaScript	JavaScript
2004	2004
Vologdafylki	Oblast Wologda
Wikitravel	Wikitravel
2005	2005
Dragonball	Dragon Ball
2006	2006
Nunavut	Nunavut
2007	2007
Kolmónoxíð	Kohlenstoffmonoxid
Veróna	Verona
Iqaluit	Iqaluit
1900	1900
1901	1901
Lívíus	Titus Livius
Charles de Gaulle	Charles de Gaulle
1902	1902
Flórens	Florenz
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
ACF Fiorentina	AC Florenz
HTML5	HTML5
Lucius Annaeus Seneca	Seneca
1908	1908
1909	1909
1992	1992
1991	1991
1990	1990
1993	1993
Essen	Essen
1994	1994
1995	1995
1996	1996
David Lynch	David Lynch
1910	1910
1911	1911
1912	1912
SVG	Scalable Vector Graphics
Leipzig	Leipzig
1913	1913
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Nürnberg	Nürnberg
1999	1999
1917	1917
1918	1918
Matur	Lebensmittel
Martialis	Martial
Duisburg	Duisburg
Slöngur	Schlangen
Bochum	Bochum
Jacques Chirac	Jacques Chirac
Wuppertal	Wuppertal
Ljóshraði	Lichtgeschwindigkeit
Bielefeld	Bielefeld
XML	Extensible Markup Language
Mannheim	Mannheim
Munnmök	Oralverkehr
Fiseind	Neutrino
LOL (netslangur)	LOL
Winnipeg	Winnipeg
Halifax	Halifax (Nova Scotia)
Québecborg	Québec (Stadt)
1. janúar	1. Januar
2. janúar	2. Januar
1920	1920
3. janúar	3. Januar
1919	1919
Tacítus	Tacitus
1921	1921
1922	1922
Lundur (Svíþjóð)	Lund
4. janúar	4. Januar
1923	1923
Biobío-fylki	Región del Bío-Bío
Lance Armstrong	Lance Armstrong
1924	1924
Araucanía-fylki	Región de la Araucanía
Los Ríos-fylki	Región de Los Ríos
Los Lagos-fylki	Región de los Lagos
Georges Pompidou	Georges Pompidou
Leníngradfylki	Oblast Leningrad
Graphics Interchange Format	Graphics Interchange Format
Rómúlus og Remus	Romulus und Remus
Dvergreikistjarna	Zwergplanet
5. janúar	5. Januar
Malmö	Malmö
6. janúar	6. Januar
Rafeind	Elektron
7. janúar	7. Januar
8. janúar	8. Januar
Hólmgarður	Weliki Nowgorod
9. janúar	9. Januar
10. janúar	10. Januar
11. janúar	11. Januar
12. janúar	12. Januar
Buzz Aldrin	Buzz Aldrin
Scipio Africanus	Publius Cornelius Scipio Africanus
Þelamörk	Telemark
13. janúar	13. Januar
Birmingham	Birmingham
14. janúar	14. Januar
15. janúar	15. Januar
16. janúar	16. Januar
Tom Hanks	Tom Hanks
17. janúar	17. Januar
18. janúar	18. Januar
19. janúar	19. Januar
20. janúar	20. Januar
Iðnbyltingin	Industrielle Revolution
Bensen	Benzol
21. janúar	21. Januar
22. janúar	22. Januar
23. janúar	23. Januar
Rómverska keisaradæmið	Römische Kaiserzeit
24. janúar	24. Januar
25. janúar	25. Januar
Minsk	Minsk
26. janúar	26. Januar
Microsoft	Microsoft
27. janúar	27. Januar
28. janúar	28. Januar
29. janúar	29. Januar
30. janúar	30. Januar
31. janúar	31. Januar
Chuck (sjónvarpsþáttur)	Chuck (Fernsehserie)
Róteind	Proton
2. desember	2. Dezember
1. desember	1. Dezember
3. desember	3. Dezember
7. desember	7. Dezember
5. desember	5. Dezember
8. desember	8. Dezember
10. desember	10. Dezember
6. desember	6. Dezember
9. desember	9. Dezember
Pink Floyd	Pink Floyd
Scipio Aemilianus	Publius Cornelius Scipio Aemilianus Africanus
4. desember	4. Dezember
1. febrúar	1. Februar
2. febrúar	2. Februar
3. febrúar	3. Februar
Kurów	Kurów
4. febrúar	4. Februar
5. febrúar	5. Februar
6. febrúar	6. Februar
7. febrúar	7. Februar
8. febrúar	8. Februar
9. febrúar	9. Februar
10. febrúar	10. Februar
Efnafræði	Chemie
Led Zeppelin	Led Zeppelin
14. febrúar	14. Februar
13. febrúar	13. Februar
15. febrúar	15. Februar
11. febrúar	11. Februar
12. febrúar	12. Februar
Smolensk	Smolensk
Robin van Persie	Robin van Persie
19. febrúar	19. Februar
17. febrúar	17. Februar
16. febrúar	16. Februar
18. febrúar	18. Februar
20. febrúar	20. Februar
Efnagreining	Analytische Chemie
Nifteind	Neutron
69 (kynlífsstelling)	Neunundsechzig
21. febrúar	21. Februar
22. febrúar	22. Februar
23. febrúar	23. Februar
24. febrúar	24. Februar
25. febrúar	25. Februar
26. febrúar	26. Februar
27	27
27. febrúar	27. Februar
28. febrúar	28. Februar
11. desember	11. Dezember
29. febrúar	29. Februar
12. desember	12. Dezember
C Sharp	C-Sharp
13. desember	13. Dezember
14. desember	14. Dezember
15. desember	15. Dezember
2. mars	2. März
3. mars	3. März
5. mars	5. März
1. mars	1. März
7. mars	7. März
8. mars	8. März
4. mars	4. März
10. mars	10. März
11. mars	11. März
6. mars	6. März
13. mars	13. März
9. mars	9. März
12. mars	12. März
15. mars	15. März
14. mars	14. März
C++	C++
Saltsýra	Salzsäure
16. desember	16. Dezember
17. desember	17. Dezember
16. mars	16. März
17. mars	17. März
18. mars	18. März
19. mars	19. März
1989	1989
1988	1988
20. mars	20. März
1987	1987
1986	1986
1985	1985
1984	1984
21. mars	21. März
1983	1983
22. mars	22. März
1982	1982
1981	1981
18. desember	18. Dezember
1980	1980
23. mars	23. März
Mógadisjú	Mogadischu
19. desember	19. Dezember
24. mars	24. März
25. mars	25. März
20. desember	20. Dezember
26. mars	26. März
27. mars	27. März
28. mars	28. März
29. mars	29. März
30. mars	30. März
31. mars	31. März
Sana	Sanaa
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Þrjátíu ára stríðið	Dreißigjähriger Krieg
Benedikt 16.	Benedikt XVI.
15. apríl	15. April
13. apríl	13. April
12. apríl	12. April
14. apríl	14. April
11. apríl	11. April
10. apríl	10. April
8. apríl	8. April
9. apríl	9. April
7. apríl	7. April
6. apríl	6. April
5. apríl	5. April
4. apríl	4. April
3. apríl	3. April
1. apríl	1. April
2. apríl	2. April
Hubble-geimsjónaukinn	Hubble-Weltraumteleskop
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
16. apríl	16. April
17. apríl	17. April
18. apríl	18. April
19. apríl	19. April
20. apríl	20. April
21. apríl	21. April
22. apríl	22. April
23. apríl	23. April
24. apríl	24. April
Gerhard Schröder	Gerhard Schröder
25. apríl	25. April
26. apríl	26. April
27. apríl	27. April
28. apríl	28. April
29. apríl	29. April
30. apríl	30. April
Fylgihnöttur	Satellit (Astronomie)
Joachim Gauck	Joachim Gauck
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
1. maí	1. Mai
2. maí	2. Mai
3. maí	3. Mai
4. maí	4. Mai
5. maí	5. Mai
Johannes Rau	Johannes Rau
6. maí	6. Mai
7. maí	7. Mai
8. maí	8. Mai
9. maí	9. Mai
10. maí	10. Mai
11. maí	11. Mai
12. maí	12. Mai
13. maí	13. Mai
14. maí	14. Mai
15. maí	15. Mai
Richard von Weizsäcker	Richard von Weizsäcker
16. maí	16. Mai
17. maí	17. Mai
18. maí	18. Mai
19. maí	19. Mai
20. maí	20. Mai
21. maí	21. Mai
22. maí	22. Mai
23. maí	23. Mai
24. maí	24. Mai
25. maí	25. Mai
26. maí	26. Mai
27. maí	27. Mai
28. maí	28. Mai
29. maí	29. Mai
30. maí	30. Mai
31. maí	31. Mai
Paul McCartney	Paul McCartney
21. desember	21. Dezember
Società Sportiva Lazio	Lazio Rom
14. júní	14. Juni
15. júní	15. Juni
13. júní	13. Juni
10. júní	10. Juni
7. júní	7. Juni
11. júní	11. Juni
9. júní	9. Juni
12. júní	12. Juni
6. júní	6. Juni
8. júní	8. Juni
5. júní	5. Juni
3. júní	3. Juni
2. júní	2. Juni
1. júní	1. Juni
4. júní	4. Juni
Ringo Starr	Ringo Starr
Napólí	Neapel
22. desember	22. Dezember
SSC Napoli	SSC Neapel
George Harrison	George Harrison
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
16. júní	16. Juni
Palermo	Palermo
30. júní	30. Juni
Gauss-eyðing	Gaußsches Eliminationsverfahren
29. júní	29. Juni
28. júní	28. Juni
26. júní	26. Juni
25. júní	25. Juni
22. júní	22. Juni
27. júní	27. Juni
24. júní	24. Juni
20. júní	20. Juni
23. júní	23. Juni
19. júní	19. Juni
18. júní	18. Juni
21. júní	21. Juni
17. júní	17. Juni
Chuck Norris	Chuck Norris
23. desember	23. Dezember
Vilhjálmur 2. Þýskalandskeisari	Wilhelm II. (Deutsches Reich)
Bruce Willis	Bruce Willis
Parma	Parma
Arnold Schwarzenegger	Arnold Schwarzenegger
15. júlí	15. Juli
13. júlí	13. Juli
12. júlí	12. Juli
10. júlí	10. Juli
9. júlí	9. Juli
14. júlí	14. Juli
8. júlí	8. Juli
7. júlí	7. Juli
6. júlí	6. Juli
5. júlí	5. Juli
2. júlí	2. Juli
4. júlí	4. Juli
3. júlí	3. Juli
1. júlí	1. Juli
11. júlí	11. Juli
24. desember	24. Dezember
Watford F.C.	FC Watford
31. júlí	31. Juli
30. júlí	30. Juli
29. júlí	29. Juli
28. júlí	28. Juli
27. júlí	27. Juli
25. júlí	25. Juli
24. júlí	24. Juli
23. júlí	23. Juli
26. júlí	26. Juli
22. júlí	22. Juli
19. júlí	19. Juli
21. júlí	21. Juli
20. júlí	20. Juli
17. júlí	17. Juli
18. júlí	18. Juli
16. júlí	16. Juli
Knattspyrna	Fußball
Münster	Münster (Westfalen)
Söngleikur	Musical
25. desember	25. Dezember
Ágsborg	Augsburg
Siena	Siena
Jaroslav Hašek	Jaroslav Hašek
1963	1963
Lech Kaczyński	Lech Kaczyński
Mönchengladbach	Mönchengladbach
Úrbínó	Urbino
26. desember	26. Dezember
Helförin	Holocaust
1962	1962
IPhone	IPhone
Brúnsvík	Braunschweig
14. ágúst	14. August
15. ágúst	15. August
13. ágúst	13. August
12. ágúst	12. August
11. ágúst	11. August
10. ágúst	10. August
8. ágúst	8. August
7. ágúst	7. August
9. ágúst	9. August
5. ágúst	5. August
4. ágúst	4. August
2. ágúst	2. August
3. ágúst	3. August
6. ágúst	6. August
1. ágúst	1. August
Grimmsbræður	Brüder Grimm
Chemnitz	Chemnitz
IPad	IPad
27. desember	27. Dezember
Krefeld	Krefeld
Madrid	Madrid
Elton John	Elton John
Kafbátur	U-Boot
16. ágúst	16. August
Coca-Cola	Coca-Cola
Halle	Halle (Saale)
29. ágúst	29. August
28. ágúst	28. August
30. ágúst	30. August
25. ágúst	25. August
26. ágúst	26. August
23. ágúst	23. August
27. ágúst	27. August
21. ágúst	21. August
20. ágúst	20. August
24. ágúst	24. August
18. ágúst	18. August
17. ágúst	17. August
22. ágúst	22. August
19. ágúst	19. August
31. ágúst	31. August
Michael Jackson	Michael Jackson
28. desember	28. Dezember
Freiburg (Þýskaland)	Freiburg im Breisgau
Inflúensa	Influenza
Bógóta	Bogotá
Lübeck	Lübeck
Brasilía (borg)	Brasília
15. september	15. September
14. september	14. September
13. september	13. September
12. september	12. September
8. september	8. September
11. september	11. September
7. september	7. September
10. september	10. September
5. september	5. September
4. september	4. September
9. september	9. September
2. september	2. September
6. september	6. September
1. september	1. September
3. september	3. September
Rostock	Rostock
29. desember	29. Dezember
Kassel	Kassel
Líma	Lima
Hamm	Hamm
30. september	30. September
29. september	29. September
28. september	28. September
27. september	27. September
26. september	26. September
25. september	25. September
Santíagó	Santiago de Chile
23. september	23. September
22. september	22. September
24. september	24. September
21. september	21. September
20. september	20. September
18. september	18. September
17. september	17. September
19. september	19. September
16. september	16. September
Quito	Quito
30. desember	30. Dezember
Súkre	Sucre
Antoine de Saint-Exupéry	Antoine de Saint-Exupéry
Ludwigshafen	Ludwigshafen am Rhein
31. desember	31. Dezember
1. október	1. Oktober
Osnabrück	Osnabrück
15. október	15. Oktober
12. október	12. Oktober
10. október	10. Oktober
14. október	14. Oktober
9. október	9. Oktober
8. október	8. Oktober
13. október	13. Oktober
7. október	7. Oktober
11. október	11. Oktober
6. október	6. Oktober
4. október	4. Oktober
5. október	5. Oktober
3. október	3. Oktober
2. október	2. Oktober
Asúnsjón	Asunción
Geit	Hausziege
Kálfur	Kalb
Aldinborg	Oldenburg (Oldenburg)
Leverkusen	Leverkusen
Sixtínska kapellan	Sixtinische Kapelle
Versalahöll	Schloss Versailles
Þéttmerski	Kreis Dithmarschen
Neuss	Neuss
31. október	31. Oktober
30. október	30. Oktober
29. október	29. Oktober
28. október	28. Oktober
26. október	26. Oktober
25. október	25. Oktober
24. október	24. Oktober
27. október	27. Oktober
22. október	22. Oktober
23. október	23. Oktober
20. október	20. Oktober
21. október	21. Oktober
19. október	19. Oktober
17. október	17. Oktober
16. október	16. Oktober
18. október	18. Oktober
Heidelberg	Heidelberg
Paderborn	Paderborn
Darmstadt	Darmstadt
Dómkirkja	Kathedrale
Regensburg	Regensburg
Notre Dame	Kathedrale Notre-Dame de Paris
15. nóvember	15. November
14. nóvember	14. November
13. nóvember	13. November
12. nóvember	12. November
11. nóvember	11. November
10. nóvember	10. November
7. nóvember	7. November
8. nóvember	8. November
9. nóvember	9. November
6. nóvember	6. November
5. nóvember	5. November
4. nóvember	4. November
3. nóvember	3. November
2. nóvember	2. November
1. nóvember	1. November
Würzburg	Würzburg
Paramaríbó	Paramaribo
Ingolstadt	Ingolstadt
Ulm	Ulm
Wolfsburg	Wolfsburg
30. nóvember	30. November
29. nóvember	29. November
28. nóvember	28. November
27. nóvember	27. November
26. nóvember	26. November
25. nóvember	25. November
23. nóvember	23. November
24. nóvember	24. November
21. nóvember	21. November
20. nóvember	20. November
22. nóvember	22. November
19. nóvember	19. November
18. nóvember	18. November
17. nóvember	17. November
16. nóvember	16. November
Göttingen	Göttingen
Katmandú	Kathmandu
Hudsonflói	Hudson Bay
Offenbach am Main	Offenbach am Main
Belmópan	Belmopan
Karlamagnús	Karl der Große
Pforzheim	Pforzheim
San José	San José (Costa Rica)
Pönk	Punk (Musik)
Umferðarlög	Verkehrsregel
Fürth	Fürth
Shoemaker-Levy 9	Shoemaker-Levy 9
Reutlingen	Reutlingen
Koblenz	Koblenz
Sylt	Sylt
Canberra	Canberra
Íó (tungl)	Io (Mond)
Erlangen	Erlangen
Föhr	Föhr
Sydney	Sydney
Grænn	Grün
Kallistó (tungl)	Kallisto (Mond)
Trier	Trier
Hudsonfljót	Hudson River
Melbourne	Melbourne
Rauður	Rot
Evrópa (tungl)	Europa (Mond)
Jena	Jena
Kúrsk	Kursk
Ganýmedes (tungl)	Ganymed (Mond)
Fehmarn	Fehmarn
Perth	Perth
Hildesheim	Hildesheim
Eldur	Feuer
Ljóseind	Photon
Galíleótunglin	Galileische Monde
Vestur-Ástralía	Western Australia
Cottbus	Cottbus
Nýja Suður-Wales	New South Wales
Jáeind	Positron
Gufuhvolf	Erdatmosphäre
Norðursvæðið	Northern Territory
Rügen	Rügen
Tegucigalpa	Tegucigalpa
Usedom	Usedom
Höfuðborgarsvæði Ástralíu	Australian Capital Territory
Winnipegvatn	Winnipegsee
Managva	Managua
Cher (sýsla)	Département Cher
Límeind	Gluon
Karl hamar	Karl Martell
Panamaborg	Panama-Stadt
Egða	Eider
Títanía (tungl)	Titania (Mond)
Belgorodfylki	Oblast Belgorod
Óberon (tungl)	Oberon (Mond)
George Orwell	George Orwell
Amelia Earhart	Amelia Earhart
Zugspitze	Zugspitze
Eure-et-Loir (sýsla)	Département Eure-et-Loir
Níl	Nil
Hertfordshire	Hertfordshire
Súmatra	Sumatra
Campobasso	Campobasso
Kongófljót	Kongo (Fluss)
Bari	Bari
Nígerfljót	Niger (Fluss)
Rabat	Rabat
Halastjarna	Komet
Algeirsborg	Algier
Senegalfljót	Senegal (Fluss)
Túnis (borg)	Tunis
Trípólí	Tripolis
Jack Angel	Jack Angel
Antofagasta	Antofagasta
Teheran	Teheran
Karlovac	Karlovac
Addis Ababa	Addis Abeba
Djakarta	Jakarta
Verbania	Verbania
Ankara	Ankara
Asmara	Asmara
N'Djamena	N’Djamena
Níamey	Niamey
Krasnodarfylki	Region Krasnodar
Núaksjott	Nouakchott
Ríad	Riad
1961	1961
Bamakó	Bamako
Fet	Fuß (Einheit)
Belgrad	Belgrad
Dakar	Dakar
Kónakrí	Conakry
Adigea	Adygeja
Bissá	Bissau
Flokkur:Snið	Kategorie:Vorlage:
Monróvía	Monrovia
Gera	Gera
Praia	Praia
1960	1960
Java	Java (Insel)
Kaiserslautern	Kaiserslautern
Flokkur:Þemasnið	Kategorie:Vorlage:nach Artikelthema
Akkra	Accra
Damaskus	Damaskus
Yamoussoukro	Yamoussoukro
Franska Gvæjana	Französisch-Guayana
Quentin Tarantino	Quentin Tarantino
Ouagadougou	Ouagadougou
Freetown	Freetown
Amasónfljót	Amazonas
Esslingen	Esslingen am Neckar
Abuja	Abuja
Lomé	Lomé
Flensborg	Flensburg
Porto Novo	Porto-Novo
Limafjörður	Limfjord
Hanau	Hanau
Litlu-Sundaeyjar	Kleine Sundainseln
Amman	Amman
Tübingen	Tübingen
Jánde	Yaoundé
Coyhaique	Coyhaique
Súlavesí	Sulawesi
Malabó	Malabo
Beirút	Beirut
Libreville	Libreville
Múskat (borg)	Maskat
Mólúkkaeyjar	Molukken
Bangví	Bangui
Konstanz	Konstanz
Kinsasa	Kinshasa
Brazzaville	Brazzaville
Vestur-Nýja-Gínea	West-Neuguinea
Worms	Worms
Bújúmbúra	Bujumbura
Nikósía	Nikosia
Wilhelmshaven	Wilhelmshaven
Kígalí	Kigali
Doha	Doha
Smástirni	Asteroid
Dódóma	Dodoma
Marburg	Marburg
Naíróbí	Nairobi
Taugasálfræði	Neuropsychologie
Corral	Corral (Chile)
Lílongve	Lilongwe
Flokkur:Landafræðisnið	Kategorie:Vorlage:Geographie
Lúsaka	Lusaka
Manama	Manama
Amazon.com	Amazon.com
Sólmyrkvi	Sonnenfinsternis
Mapútó	Maputo
Kampala	Kampala
Adidas	Adidas
Lúanda	Luanda
Móróní	Moroni (Komoren)
Mbabane	Mbabane
Galisía	Galicien
Maserú	Maseru
Albert 2. Belgíukonungur	Albert II. (Belgien)
Tvíundakerfi	Dualsystem
Skóli	Schule
Antananarívó	Antananarivo
Háskóli	Universität
Gaboróne	Gaborone
Lüneburg	Lüneburg
Harare	Harare
Bayreuth	Bayreuth
Grace Kelly	Grace Kelly
Pretoría	Pretoria
Astrakan	Astrachan
Port Louis	Port Louis
Borðtennis	Tischtennis
Brandenburg an der Havel	Brandenburg an der Havel
Astúría	Asturien
Windhoek	Windhoek
Bamberg	Bamberg
Sprengistjarna	Supernova
Wikipedia:Sandkassinn	Wikipedia:Spielwiese
Astrakanfylki	Oblast Astrachan
Grenndarhópurinn	Lokale Gruppe
Wikipedia:Kynning	Wikipedia:Starthilfe
Kantabría	Kantabrien
Hús	Haus
Neptúnus (guð)	Neptun (Mythologie)
Weimar	Weimar
Bær	Kleinstadt
Fartölva	Notebook
Vélbúnaður	Hardware
Algebra	Algebra
Liège	Lüttich
Baskaland	Autonome Gemeinschaft Baskenland
Landakort	Karte (Kartografie)
Navarra	Navarra
Á (landslagsþáttur)	Fluss
Frankfurt (Oder)	Frankfurt (Oder)
Paul Simon	Paul Simon
Duke Ellington	Duke Ellington
Osasco	Osasco
Aragon	Aragonien
Hameln	Hameln
Stralsund	Stralsund
Göppingen	Göppingen
Hornhöfði	Kap Hoorn
Eschweiler	Eschweiler
Ammóníak	Ammoniak
Góðrarvonarhöfði	Kap der Guten Hoffnung
Glasgow	Glasgow
Greifswald	Greifswald
Baden-Baden	Baden-Baden
Chris Rock	Chris Rock
Brennisteinssýra	Schwefelsäure
IJsselmeer	IJsselmeer
Bodenvatn	Bodensee
Waiblingen	Waiblingen
Neuschwanstein	Schloss Neuschwanstein
Donghoiflugvöllur	Flughafen Dong Hoi
Dómkirkjan í Köln	Kölner Dom
45 f.Kr.	45 v. Chr.
Wetzlar	Wetzlar
46 f.Kr.	46 v. Chr.
Sjálfsævisaga	Autobiografie
Harzfjöll	Harz (Mittelgebirge)
Luzern	Luzern
41 f.Kr.	41 v. Chr.
Cuxhaven	Cuxhaven
42 f.Kr.	42 v. Chr.
Nifteindastjörnur	Neutronenstern
Svartiskógur	Schwarzwald
25 f.Kr.	25 v. Chr.
Ned Beatty	Ned Beatty
Sjónauki	Teleskop
Miley Cyrus	Miley Cyrus
Sjöfjallaland	Siebengebirge
Flokkur:Mannanöfn eftir menningu	Kategorie:Personenname nach Kulturkreis
Wii stöðvar	Mii
Útvarpsbylgjur	Radiowelle
Flokkur:Saga Benín	Kategorie:Geschichte (Benin)
Smjörlíki	Margarine
Móðurborð	Hauptplatine
Flokkur:Saga Bangladess	Kategorie:Geschichte Bangladeschs
Arnaut Daniel	Arnaut Daniel
Curitiba	Curitiba
Pangea	Pangaea
Vestur-Afríka	Westafrika
Flokkur:Saga Tyrklands	Kategorie:Türkische Geschichte
Skógur	Wald
Flokkur:Saga Japans	Kategorie:Japanische Geschichte
Flokkur:1888	Kategorie:1888
Zichyújfalu	Zichyújfalu
Flokkur:Kakkalakkar	Kategorie:Blattodea
Harður diskur	Festplattenlaufwerk
Emily Dickinson	Emily Dickinson
Flokkur:Klaufdýr	Kategorie:Paarhufer
Despicable Me	Ich – Einfach unverbesserlich
Franz Beckenbauer	Franz Beckenbauer
Flokkur:Fólk dáið árið 1481	Kategorie:Gestorben 1481
Mitt Romney	Mitt Romney
Flokkur:Fólk fætt árið 1421	Kategorie:Geboren 1421
Flokkur:Hreisturdýr	Kategorie:Squamata
Kómódódreki	Komodowaran
Sjóher	Marine
VfB Stuttgart	VfB Stuttgart
NCIS	Navy CIS
Victorious	Victorious
Jonathan Winters	Jonathan Winters
Flokkur:Pólsk matargerð	Kategorie:Polnische Küche
Daniel Craig	Daniel Craig
Flokkur:1421	Kategorie:1421
Flokkur:1481	Kategorie:1481
Vistmenning	Permakultur
Sean Connery	Sean Connery
Færeyski fáninn	Flagge der Färöer
